phase_data,a_data1,a_data2,a_data3,a_data4,a_data5,a_data6,a_data7,a_data8,a_data9,a_data10,a_data11,a_data12,a_data13,a_data14,a_data15
0.001662914486,0.0031842,-1.15e-05,9.1633e-05,-5.2331e-05,-9.7206e-06,4.5375e-05,-1.7945e-06,1.7934e-05,3.5884e-05,2.4472e-05,3.2811e-05,9.5432e-06,-1.9876e-05,2.4355e-06,-3.1258e-06
0.00190320538,0.0035238,9.6754e-06,1.9038e-05,-1.3266e-05,-1.9889e-05,2.8801e-05,-2.4239e-05,-1.9501e-06,3.5331e-05,1.5581e-05,4.4972e-05,2.2524e-06,-7.583e-07,6.2957e-06,-1.0484e-05
0.002143496274,0.0039783,7.9971e-05,0.00011397,-1.5019e-05,6.5025e-06,-1.595e-05,-2.1249e-05,-5.0587e-07,4.7127e-05,8.445e-06,3.8045e-05,-1.2404e-05,8.3745e-07,5.1177e-06,-8.0662e-06
0.002419027783,0.0043399,4.3236e-05,2.9172e-05,2.1851e-05,4.8442e-05,-2.6678e-05,-3.1527e-05,1.1115e-06,2.9948e-05,1.325e-05,3.7608e-05,-5.5877e-06,-1.1088e-05,9.9079e-06,1.9633e-06
0.002694559291,0.00482,5.9456e-05,-2.446e-05,-5.4015e-05,-1.7178e-05,2.1666e-05,-2.1477e-05,-3.5962e-05,5.8083e-06,-7.2769e-06,1.108e-05,-1.4038e-05,-1.8602e-07,1.138e-05,-1.5659e-05
0.002997323254,0.0051982,0.00010116,4.0564e-05,1.2925e-05,2.8738e-05,1.7038e-05,-5.4901e-05,-1.9257e-05,1.1437e-05,-4.134e-06,4.2735e-06,-1.9021e-05,1.3163e-05,2.4303e-05,-1.1871e-05
0.003300087218,0.0056203,9.4597e-05,-7.4106e-05,7.1091e-05,6.134e-05,-1.825e-05,-8.1821e-05,-4.195e-05,-1.6941e-05,-3.7746e-06,8.4176e-06,-7.991e-06,1.2506e-05,1.3169e-06,7.0803e-06
0.003614067319,0.0059684,1.2896e-05,-1.4867e-05,7.3263e-07,-2.5954e-06,1.4954e-07,-6.6093e-05,-5.7846e-05,-5.8446e-05,-3.1125e-05,1.0932e-05,-8.7639e-07,1.7302e-05,-8.8847e-06,9.9393e-06
0.003928047421,0.0061574,5.0343e-05,9.994e-05,-6.7145e-05,-1.981e-05,1.185e-06,2.972e-05,-3.5489e-05,-4.7869e-05,-5.7666e-05,4.3313e-06,-3.4484e-06,2.8547e-05,1.4349e-06,2.188e-05
0.004240428146,0.0065482,7.137e-05,-2.7492e-05,-3.3145e-05,7.0248e-06,6.1708e-06,7.7199e-05,-1.7521e-05,-3.5798e-05,-5.1163e-05,-1.9748e-05,-6.5998e-06,2.9415e-05,-9.2002e-06,1.5436e-05
0.004552808872,0.0067977,-6.6503e-05,6.0818e-05,2.1871e-05,-3.5638e-05,4.8565e-05,2.1388e-05,-7.5978e-08,-8.1138e-05,-3.2585e-05,-4.3293e-05,3.6411e-05,-4.6567e-06,-1.2369e-05,-6.3398e-07
