phase_data,a_data1,a_data2,a_data3,a_data4,a_data5,a_data6,a_data7,a_data8,a_data9,a_data10,a_data11,a_data12,a_data13,a_data14,a_data15
0.01882769249,0.018926,0.016506,0.016275,0.016149,0.015864,0.015863,0.015551,0.014974,0.013847,0.013932,0.013416,0.012913,0.012751,0.012042,0.011563
0.01884530613,0.018934,0.01665,0.016427,0.016274,0.016009,0.016016,0.015719,0.015202,0.014042,0.014108,0.01364,0.013157,0.012936,0.012191,0.011694
0.01885332351,0.018946,0.016798,0.016562,0.016383,0.016186,0.016127,0.015849,0.015369,0.014246,0.014343,0.013893,0.01337,0.013126,0.012342,0.011769
0.0188613409,0.018952,0.01693,0.01673,0.016527,0.016347,0.016238,0.015962,0.015455,0.014441,0.014477,0.014077,0.013617,0.013312,0.012463,0.011917
0.01886774866,0.018937,0.017059,0.016902,0.016652,0.016532,0.016334,0.016078,0.015564,0.014631,0.014522,0.014244,0.01381,0.013505,0.012591,0.012066
0.01887415641,0.018904,0.017164,0.017033,0.016772,0.016711,0.016417,0.016191,0.015614,0.014784,0.014608,0.014473,0.013997,0.013697,0.012759,0.01222
0.01887575579,0.018871,0.017248,0.017194,0.016896,0.016887,0.016509,0.016311,0.015703,0.014931,0.014689,0.014687,0.014156,0.013887,0.0129,0.012383
0.01887735517,0.018849,0.017316,0.017289,0.01697,0.017018,0.016596,0.016438,0.015781,0.015015,0.01472,0.014851,0.014273,0.014016,0.013055,0.012575
,0.018841,0.017436,0.01738,0.017063,0.017142,0.016728,0.016579,0.015863,0.01508,0.014724,0.015027,0.014377,0.01419,0.013223,0.012752
,0.018803,0.017512,0.017478,0.017148,0.017245,0.016832,0.016712,0.015983,0.015188,0.014753,0.015167,0.014489,0.014336,0.013378,0.012937
,0.01878,0.017577,0.01755,0.017211,0.017308,0.016954,0.016837,0.016093,0.015289,0.014867,0.015298,0.014601,0.014476,0.013539,0.013127
,0.018766,0.017685,0.017604,0.01732,0.017373,0.017075,0.016947,0.016235,0.01537,0.015025,0.015392,0.014706,0.014592,0.013762,0.013314
,0.01875,0.017715,0.017679,0.017372,0.017406,0.017181,0.017048,0.016356,0.015503,0.015223,0.015487,0.014891,0.014711,0.013966,0.01348
,0.018755,0.017763,0.01774,0.017487,0.017444,0.017262,0.017132,0.016497,0.015643,0.015423,0.01563,0.015109,0.014826,0.014159,0.013644
,0.018744,0.017818,0.017807,0.017563,0.017467,0.017386,0.017213,0.016656,0.015768,0.015629,0.015735,0.015339,0.014987,0.014339,0.013861
,0.018719,0.017893,0.017831,0.017633,0.01747,0.017493,0.017287,0.016816,0.015934,0.015865,0.01584,0.015598,0.015127,0.014565,0.014011
,0.018705,0.017938,0.017898,0.017724,0.017509,0.017614,0.017326,0.016916,0.016126,0.016129,0.015925,0.015792,0.015282,0.014734,0.014204
,0.018691,0.017997,0.017942,0.017761,0.017566,0.017688,0.017358,0.017014,0.016325,0.016357,0.016062,0.015967,0.015458,0.014915,0.014374
,0.018675,0.018016,0.018011,0.017816,0.01765,0.01773,0.017399,0.017119,0.016525,0.016532,0.016208,0.016189,0.015641,0.015097,0.01456
,0.018664,0.01805,0.018056,0.017873,0.017718,0.01776,0.017409,0.017184,0.016673,0.016711,0.016319,0.016312,0.015808,0.015252,0.014709
,0.018661,0.018098,0.018111,0.017935,0.01782,0.01779,0.017457,0.017209,0.016876,0.016878,0.016429,0.016414,0.01597,0.015395,0.01491
,0.018664,0.018145,0.018159,0.017963,0.017933,0.017808,0.017509,0.017266,0.016969,0.017053,0.016564,0.016498,0.016137,0.015575,0.015063
,0.018664,0.018201,0.018184,0.018012,0.018005,0.017842,0.017593,0.017298,0.017041,0.01716,0.016688,0.01656,0.016315,0.015697,0.01519
,0.018639,0.018248,0.018245,0.018068,0.018108,0.017902,0.017676,0.017379,0.017123,0.017228,0.016808,0.01661,0.01647,0.015811,0.015337
,0.018665,0.018272,0.018292,0.018089,0.018183,0.017971,0.017772,0.01741,0.01717,0.017303,0.016948,0.016636,0.016594,0.015939,0.015474
,0.018683,0.01832,0.018368,0.018141,0.018257,0.018064,0.017897,0.017498,0.017177,0.017342,0.017056,0.016692,0.016727,0.016068,0.015575
,0.018659,0.018356,0.018408,0.018215,0.018311,0.018159,0.017997,0.01761,0.017249,0.017387,0.017143,0.01673,0.016835,0.016173,0.015687
,0.018656,0.018403,0.018459,0.018268,0.018362,0.018201,0.018109,0.017719,0.017283,0.017423,0.017263,0.016741,0.016907,0.016286,0.015822
,0.018631,0.01845,0.018507,0.018351,0.018394,0.018293,0.018217,0.017827,0.01732,0.017402,0.017327,0.016818,0.016985,0.016393,0.015932
,0.018599,0.018447,0.018524,0.018414,0.018409,0.018382,0.018295,0.017975,0.017394,0.017389,0.017394,0.016926,0.017044,0.016482,0.016045
,0.018586,0.018441,0.018535,0.018448,0.018448,0.018454,0.018389,0.018057,0.017464,0.017431,0.017459,0.016979,0.017089,0.016573,0.016188
,0.018549,0.018463,0.018525,0.018469,0.018469,0.018496,0.018466,0.018157,0.017565,0.017487,0.01753,0.017079,0.017143,0.016655,0.016342
,0.018496,0.018463,0.018505,0.018483,0.018481,0.018546,0.018523,0.018256,0.017676,0.017524,0.017579,0.017222,0.017209,0.016756,0.016463
,0.018427,0.018505,0.018511,0.018474,0.018551,0.018595,0.018578,0.018303,0.01779,0.017599,0.017628,0.017348,0.017268,0.016833,0.016592
,0.018389,0.018522,0.018482,0.018483,0.018597,0.018626,0.018598,0.018357,0.017904,0.017708,0.017715,0.01748,0.017337,0.01693,0.01673
,0.01837,0.018502,0.018485,0.018479,0.018655,0.018646,0.018609,0.018398,0.018003,0.017819,0.017799,0.017647,0.017433,0.017044,0.016847
,0.018333,0.018496,0.018495,0.018497,0.018716,0.018674,0.018626,0.018396,0.018051,0.017949,0.017876,0.017769,0.017536,0.017158,0.01694
,0.018312,0.018517,0.018542,0.018496,0.018795,0.018708,0.018628,0.018389,0.018128,0.018036,0.017986,0.017888,0.01765,0.017267,0.017052
,0.018305,0.018524,0.018571,0.018552,0.018837,0.018731,0.018642,0.018368,0.018157,0.0181,0.018101,0.018025,0.017768,0.017406,0.017146
,0.018298,0.018528,0.018604,0.018608,0.018872,0.018757,0.018621,0.018371,0.018207,0.01813,0.018208,0.018124,0.017858,0.017522,0.017238
,0.018312,0.018554,0.018673,0.018628,0.018891,0.018776,0.018611,0.018394,0.018221,0.018166,0.018321,0.01819,0.017953,0.0176,0.017337
,0.018326,0.018557,0.018716,0.018649,0.018887,0.018762,0.018603,0.01839,0.018263,0.018165,0.018395,0.018216,0.018033,0.017685,0.017417
,0.018354,0.018551,0.018712,0.018704,0.018894,0.018747,0.018599,0.018422,0.018261,0.01816,0.018471,0.018234,0.018092,0.01778,0.017505
,0.018363,0.018553,0.018708,0.018743,0.018858,0.018743,0.01861,0.018457,0.018298,0.018173,0.018485,0.018251,0.018135,0.017845,0.017573
,0.018356,0.018563,0.018692,0.018724,0.018836,0.018744,0.018628,0.018505,0.018309,0.018193,0.018504,0.018254,0.018165,0.017904,0.017661
,0.018338,0.018548,0.018641,0.018718,0.018793,0.018759,0.018665,0.018562,0.018354,0.018228,0.01847,0.01825,0.018173,0.017958,0.017738
,0.018323,0.018551,0.018566,0.018703,0.018745,0.01878,0.018711,0.018602,0.018411,0.018324,0.018448,0.018289,0.018165,0.01802,0.017777
,0.018303,0.018514,0.018508,0.018664,0.018712,0.018793,0.018737,0.018642,0.01847,0.018397,0.018421,0.018348,0.018196,0.018064,0.017835
,0.018272,0.018467,0.018475,0.018626,0.018682,0.01882,0.018753,0.018682,0.018536,0.018493,0.018412,0.018405,0.018233,0.018133,0.017911
,0.018257,0.018416,0.018411,0.018589,0.018656,0.018829,0.01876,0.018696,0.018602,0.018576,0.018428,0.018492,0.018266,0.018209,0.01795
,0.018221,0.018402,0.018398,0.018586,0.018641,0.018834,0.018768,0.018681,0.018655,0.018673,0.018457,0.018582,0.018339,0.018246,0.018024
,0.018206,0.018356,0.018393,0.018584,0.01865,0.018821,0.018734,0.018691,0.01873,0.01877,0.018503,0.018626,0.018405,0.01831,0.018072
,0.018193,0.01834,0.018431,0.018548,0.018657,0.018807,0.018725,0.01866,0.018782,0.018806,0.01859,0.018682,0.018472,0.018369,0.018132
,0.018195,0.018322,0.018464,0.018555,0.018694,0.018795,0.018678,0.018657,0.018802,0.018831,0.018635,0.018708,0.018551,0.018403,0.018188
,0.018187,0.018309,0.018467,0.018532,0.01872,0.018771,0.018659,0.018642,0.018831,0.018824,0.018713,0.018736,0.018628,0.018422,0.018257
,0.018207,0.018276,0.01851,0.018525,0.018736,0.018724,0.018632,0.018633,0.01882,0.018837,0.018774,0.01872,0.018682,0.018468,0.018311
,0.018209,0.018264,0.018526,0.018521,0.018744,0.018681,0.018642,0.018594,0.018795,0.018778,0.018809,0.018701,0.018719,0.018476,0.018358
,0.018208,0.018276,0.018513,0.01852,0.018771,0.018654,0.018612,0.018594,0.018785,0.018757,0.018822,0.018672,0.018774,0.018492,0.018419
,0.018215,0.018246,0.018491,0.018519,0.018756,0.018645,0.018622,0.018619,0.018733,0.018747,0.018838,0.018636,0.018777,0.018532,0.018461
,0.018217,0.018212,0.018442,0.018484,0.018731,0.01863,0.018643,0.018635,0.0187,0.018696,0.01884,0.018647,0.018777,0.018567,0.018509
,0.018228,0.018211,0.018427,0.018451,0.018671,0.018638,0.018663,0.018681,0.018685,0.018667,0.018802,0.018652,0.018761,0.018587,0.018547
,0.018218,0.018181,0.018394,0.018474,0.018629,0.018622,0.01869,0.018709,0.018663,0.018609,0.018788,0.018657,0.018762,0.018626,0.0186
,0.018211,0.018153,0.01836,0.018487,0.018579,0.018638,0.018709,0.018747,0.018654,0.018552,0.018761,0.01869,0.018749,0.018687,0.018618
,0.018193,0.018169,0.018376,0.018497,0.018558,0.018646,0.018707,0.018755,0.018667,0.018503,0.018745,0.018726,0.018732,0.018712,0.018648
,0.018154,0.018219,0.018374,0.018458,0.018524,0.018669,0.018692,0.018744,0.018689,0.018472,0.01873,0.018753,0.018725,0.018737,0.018689
,0.01807,0.018287,0.018397,0.018434,0.0185,0.018657,0.018659,0.018714,0.018682,0.01847,0.018736,0.018793,0.018733,0.018781,0.018707
,0.018024,0.01824,0.018381,0.018429,0.018508,0.018643,0.018653,0.018683,0.018708,0.018481,0.018715,0.018831,0.018713,0.018794,0.018731
,0.018078,0.018212,0.018376,0.018384,0.018543,0.018614,0.018621,0.01865,0.018707,0.018495,0.018718,0.018857,0.018708,0.018803,0.018761
,0.018176,0.018128,0.018362,0.018379,0.018523,0.018602,0.018553,0.018588,0.018725,0.018532,0.018748,0.018856,0.018684,0.018822,0.018769
,0.018093,0.018108,0.018323,0.018344,0.018551,0.018555,0.018491,0.018505,0.018709,0.018548,0.018775,0.018895,0.018669,0.018829,0.018762
,0.018164,0.01812,0.018267,0.018307,0.018571,0.018492,0.018447,0.018447,0.018677,0.018613,0.018771,0.018907,0.018675,0.018809,0.018742
