index,weight
0,1.587224927722243217e+00
1,-1.999778097355122908e+00
2,1.587224927722243217e+00
3,-1.823242663484828885e+00
4,2.297141810790930272e+00
5,-1.823242663484828885e+00
6,1.587224927722243217e+00
7,-1.999778097355122908e+00
8,1.587224927722243217e+00
