turn,collimator,interaction_type,id_before,s_before,x_before,px_before,y_before,py_before,zeta_before,delta_before,energy_before,mass_before,charge_before,z_before,a_before,pdgid_before,id_after,s_after,x_after,px_after,y_after,py_after,zeta_after,delta_after,energy_after,mass_after,charge_after,z_after,a_after,pdgid_after
0,TPCH,Enter Jaw L,51,0.0,0.0002769316857685791,0.0002194574949847841,-0.0014498501446897866,-5.882228298289869e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,52,0.0,0.00019683463117586798,0.0002493563829558298,0.00022372260413559768,1.6539732580633124e-07,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,53,0.0,9.44556244305921e-06,0.00020422933218482947,-6.424600876741967e-05,-8.078355782497338e-07,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,54,0.0,0.00015971442355657895,-4.4972134532045906e-05,-0.003028114435446357,1.6960177170916658e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,55,0.0,0.00024296672696896338,0.00010696420993589587,0.0006451373637294903,1.2033437444230293e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,56,0.0,0.0002196472409097881,0.00010394604061636106,0.0010630442506785807,2.1702778450204357e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,57,0.0,0.0002387456100909676,0.00011866603833348768,0.00044778628704140566,-5.109989676780464e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,58,0.0,0.00026454551658589595,0.00012733064210198707,0.001258494275365293,-2.65133967623171e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,59,0.0,0.00022328616528507583,0.00016669508109364942,0.0006985956092595144,3.3618910675255177e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,60,0.0,0.00022862662259334125,0.0002227882172056328,0.000763159212706886,5.2652327378460145e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,61,0.0,0.00019713951800130053,2.811085127960667e-05,0.00043293668596266414,2.909253287142109e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,62,0.0,0.00024384992944087298,0.00023284823130273873,-9.270159314218445e-05,6.590834105754268e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,63,0.0,0.0002718194830269769,0.00010161151564269799,-0.0006321325995486139,3.7309274355901865e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,64,0.0,0.00026617146384573433,6.223897449174196e-05,0.0031184465196606127,-5.845451812569384e-07,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,65,0.0,0.00014684429092753437,0.00021966080398016385,-0.001223668260250128,5.607857892740532e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,66,0.0,0.00021559108151586025,-9.372432002093555e-06,-0.00164292326312891,3.822739520460578e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,67,0.0,0.00012861620296236893,0.00022037015567937963,0.0006828332277787048,-8.232010249813805e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,68,0.0,0.0002219788653447612,-1.042041822885281e-05,-0.0010215978901681154,-7.728536383350402e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,69,0.0,0.00017879171260040162,0.00021167494880359967,0.0003931934317783237,-6.5595583890980496e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,70,0.0,0.00028101046947236696,6.675638405671949e-06,0.0003351874419732347,-7.714868399775221e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,71,0.0,0.00018796037790537218,1.1655242675188785e-05,0.0006527264422393356,4.94704817148082e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,72,0.0,0.00011981013372635457,0.00014387499429980178,5.38522972436458e-05,-4.701648404640695e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,73,0.0,0.0001324005051036054,0.00022605691007935048,-0.00038436353568106914,-2.6676111146453264e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,74,0.0,0.00011321747003249392,0.00021837501200987208,0.0019634456242918225,-9.338431863860609e-07,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,75,0.0,0.00018657034483324513,1.4735641358641963e-05,0.0004207416342943203,6.499150926867089e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,76,0.0,0.00028646597265580883,0.00013021503139171888,0.001938151516187433,-8.313055503770342e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,77,0.0,0.0002635649966468683,0.00017500832908473398,0.0004331126162800667,6.859110235426037e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,78,0.0,0.000301837821181368,5.675985851563911e-05,-0.00012858287505385346,-9.212670545278975e-08,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,79,0.0,7.938697384565741e-05,-4.670671235191424e-06,0.0017433136926075614,-4.663772722937186e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,80,0.0,6.905246009766223e-05,0.00012891823626829353,-0.00041181147534402943,9.692089800477504e-07,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,TPCH,Enter Jaw L,81,0.0,0.0002659694403813217,3.566104184693785e-05,-0.00022427859562298204,-4.3080168814708265e-06,0.0,0.0,400001100441.62555,938272088.16,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
