turn,collimator,interaction_type,id_before,s_before,x_before,px_before,y_before,py_before,zeta_before,delta_before,energy_before,mass_before,charge_before,z_before,a_before,pdgid_before,id_after,s_after,x_after,px_after,y_after,py_after,zeta_after,delta_after,energy_after,mass_after,charge_after,z_after,a_after,pdgid_after
0,tcp.d6l7.b1,Exit Jaw,6,0.6,7.455907209064455e-08,1.2635521307996012e-05,0.0008690166217447374,-9.975409441596377e-06,7.559721501303929e-13,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,tcp.d6l7.b1,Enter Jaw L,7,0.5305057145464563,0.0,1.2547600901024836e-05,-0.0005532261316583892,7.770587927220046e-06,7.56877639045399e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,tcp.d6l7.b1,Multiple Coulomb Scattering,7,0.5305057145464563,0.0,1.2547600901024836e-05,-0.0005532261316583892,7.770587927220046e-06,7.56877639045399e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,7,0.6,9.032988472447854e-07,1.4173011913328513e-05,-0.0005526333643484126,9.745079018850403e-06,7.56877639045399e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1
0,tcp.d6l7.b1,Exit Jaw,7,0.6,9.032988472447854e-07,1.4173011913328513e-05,-0.0005526333643484126,9.745079018850403e-06,7.56877639045399e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,tcp.d6l7.b1,Enter Jaw L,8,0.5896623314345562,0.0,1.2354047585651186e-05,-0.00031180551064986784,5.661375992539784e-06,9.54547284495099e-13,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,tcp.d6l7.b1,Multiple Coulomb Scattering,8,0.5896623314345562,0.0,1.2354047585651186e-05,-0.00031180551064986784,5.661375992539784e-06,9.54547284495099e-13,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,8,0.6,1.3100059365692178e-07,1.2687744728005558e-05,-0.00031174560258694057,6.169665016783396e-06,9.54547284495099e-13,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1
0,tcp.d6l7.b1,Exit Jaw,8,0.6,1.3100059365692178e-07,1.2687744728005558e-05,-0.00031174560258694057,6.169665016783396e-06,9.54547284495099e-13,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,tcp.d6l7.b1,Enter Jaw L,418,0.5819520694077044,0.0,1.28682630316151e-05,9.392019345381609e-05,1.1849499684385137e-06,1.506967865531934e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,tcp.d6l7.b1,Enter Jaw L,9,0.5787890251362678,0.0,1.232651587582161e-05,0.00015328523072755853,-3.8036001696156625e-06,1.764863841226241e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,tcp.d6l7.b1,Multiple Coulomb Scattering,9,0.5787890251362678,0.0,1.232651587582161e-05,0.00015328523072755853,-3.8036001696156625e-06,1.764863841226241e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,9,0.6,2.4349188606693427e-07,1.1327268501162503e-05,0.0001532009133774303,-4.125982846243248e-06,1.764863841226241e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1
