case,method,order,variant,n_steps,runtime_s,abs_err_x,abs_err_px,rel_err_x,rel_err_px
2,4,10,2,390,0.012790777022019029,2.5051253230247016e-17,6.590048991938656e-12,4.2266313232487867e-07,1.0482669546305925e-06
2,4,10,2,400,0.013115552952513099,2.504040389055868e-17,6.586572394334561e-12,4.2248008296386737e-07,1.0477139386534157e-06
2,4,10,2,410,0.013413270004093647,2.5032203545083255e-17,6.5839376695530066e-12,4.2234172726274006e-07,1.0472948378354357e-06
2,4,10,2,420,0.013724950142204762,2.5024452061412415e-17,6.581454021567924e-12,4.2221094472909314e-07,1.046899768525195e-06
2,4,10,2,430,0.014125468907877803,2.5020917389408005e-17,6.58031512224287e-12,4.221513079705089e-07,1.0467186059073503e-06
2,4,10,2,440,0.014397264923900366,2.5016645621929628e-17,6.578941030667483e-12,4.220792349845237e-07,1.0465000316914566e-06
2,4,10,2,450,0.0147229740396142,2.5013948651241187e-17,6.578073550344882e-12,4.2203373186863214e-07,1.0463620431943927e-06
2,4,10,2,460,0.0150504510384053,2.5011599561699113e-17,6.5773210877791556e-12,4.2199409818105416e-07,1.0462423503600582e-06
2,4,10,2,470,0.015358224976807833,2.5009828891125064e-17,6.576750162161718e-12,4.219642235410805e-07,1.0461515342737068e-06
2,4,10,2,480,0.01565751386806369,2.5008398153008683e-17,6.576290878027827e-12,4.219400842196562e-07,1.0460784767925055e-06
2,4,10,2,490,0.016023859847337008,2.500716150506822e-17,6.575888759300513e-12,4.219192195751893e-07,1.046014512507233e-06
2,4,10,2,500,0.01633409596979618,2.5006282134528892e-17,6.575605857919427e-12,4.2190438289204174e-07,1.0459695119056327e-06
2,4,10,2,510,0.016658050008118153,2.5005157763431886e-17,6.575242655273842e-12,4.2188541257525206e-07,1.0459117379297992e-06
2,4,10,2,520,0.01695395982824266,2.500481326855615e-17,6.5751308138905194e-12,4.218796002798787e-07,1.0458939475269601e-06
2,4,10,2,530,0.017286243848502636,2.5003074754628415e-17,6.57457651383577e-12,4.2185026818477214e-07,1.045805776038242e-06
2,4,10,2,540,0.01761539396829903,2.500144245586121e-17,6.574023779097908e-12,4.218227281450186e-07,1.045717853541598e-06
2,4,10,2,550,0.01790864486247301,2.500491269825072e-17,6.575168018965695e-12,4.2188127785128663e-07,1.0458998656697384e-06
2,4,10,2,560,0.01824471796862781,2.5003638491140567e-17,6.574743231095614e-12,4.2185977951092587e-07,1.0458322954456812e-06
2,4,10,2,570,0.018568354193121195,2.5002988740769407e-17,6.574536505928573e-12,4.218488169644784e-07,1.0457994120541366e-06
2,4,10,2,580,0.0189153088722378,2.500317357686222e-17,6.574596539388709e-12,4.218519355071412e-07,1.045808961466062e-06
2,4,10,2,590,0.019232814898714423,2.500238584242513e-17,6.574336520602693e-12,4.218386449024133e-07,1.045767600756711e-06
2,4,10,2,600,0.019562968984246254,2.5002176862998186e-17,6.574265141136228e-12,4.2183511901497083e-07,1.0457562465564578e-06
2,4,12,1,10,0.002595579018816352,2.688377061222359e-10,6.493066589474713e-05,4.535812476617523,10.328401425070414
2,4,12,1,20,0.004136934177950025,1.8075419038006082e-12,4.5976231697523257e-07,0.030496730676388056,0.07313354490370055
2,4,12,1,30,0.006102235056459904,3.582244442390233e-14,1.5402240941415676e-08,0.0006043939769631696,0.0024500060964485672
2,4,12,1,40,0.008055323036387563,3.160780242612361e-15,1.2310510116570454e-09,5.332848084103445e-05,0.00019582101689429347
2,4,12,1,50,0.010029253084212542,5.653380553100146e-17,2.6950867242870268e-11,9.538347286804788e-07,4.28702481027018e-06
2,4,12,1,60,0.011957814916968346,1.2001270248740274e-16,3.929595085878099e-11,2.024846592938266e-06,6.250734522070639e-06
2,4,12,1,70,0.013788423966616392,5.4584141408825345e-17,1.5967779565083254e-11,9.209401210819483e-07,2.539965283623531e-06
2,4,12,1,80,0.015832908917218447,3.2544196572926686e-17,9.02263237691545e-12,5.490835901934693e-07,1.4352135129906155e-06
2,4,12,1,90,0.017773213097825646,2.7367221710961992e-17,7.351953945535904e-12,4.617380034871239e-07,1.1694617722112121e-06
2,4,12,1,100,0.019669139059260488,2.591300769180868e-17,6.869172183410872e-12,4.3720259814205454e-07,1.0926665665681173e-06
2,4,12,1,110,0.021635203855112195,2.5331929260566365e-17,6.681287422831926e-12,4.273986802454934e-07,1.0627800837764847e-06
2,4,12,1,120,0.02350376406684518,2.512502099047934e-17,6.614231951142322e-12,4.2390773722818706e-07,1.052113693407405e-06
2,4,12,1,130,0.025435094023123384,2.5060744287670752e-17,6.593304014194078e-12,4.2282326483493404e-07,1.0487847250251859e-06
2,4,12,1,140,0.027279404923319817,2.5025205648799845e-17,6.581737527730535e-12,4.2222365920699666e-07,1.0469448653282785e-06
2,4,12,1,150,0.029256067937240005,2.5018571841232928e-17,6.579485230701369e-12,4.22111734032647e-07,1.0465865965884596e-06
2,4,12,1,160,0.031167821027338505,2.5008204424724283e-17,6.5761747328700994e-12,4.219368156485092e-07,1.046060001796199e-06
2,4,12,1,170,0.033093892969191074,2.5005657884585053e-17,6.575339347472903e-12,4.21893850587163e-07,1.045927118579802e-06
2,4,12,1,180,0.03499349998310208,2.5004386753552804e-17,6.574908146716378e-12,4.218724041461906e-07,1.0458585282697105e-06
2,4,12,1,190,0.036890198942273855,2.5004138935411162e-17,6.574824192198778e-12,4.218682229744532e-07,1.0458451737792354e-06
2,4,12,1,200,0.03880914207547903,2.5004344735362625e-17,6.574886853155117e-12,4.2187169521799003e-07,1.0458551411421421e-06
2,4,12,1,210,0.04066680185496807,2.5004527542278e-17,6.574930662546182e-12,4.218747795245016e-07,1.0458621098212843e-06
2,4,12,1,220,0.042633014963939786,2.5004405675309316e-17,6.574881248338105e-12,4.218727233928488e-07,1.0458542495942239e-06
2,4,12,1,230,0.04451785795390606,2.500418205220059e-17,6.574788608344664e-12,4.2186895043814966e-07,1.0458395135211051e-06
2,4,12,1,240,0.046436163829639554,2.5004626946123174e-17,6.5749326479914104e-12,4.218764566597803e-07,1.0458624256423997e-06
2,4,12,1,250,0.048328402917832136,2.5003747588508545e-17,6.574639753315612e-12,4.218616201946974e-07,1.0458158354258168e-06
2,4,12,1,260,0.05019620503298938,2.5005600162887934e-17,6.575222445914753e-12,4.2189287671040386e-07,1.0459085232642736e-06
2,4,12,1,270,0.052063017850741744,2.5003781089323353e-17,6.5746191322985114e-12,4.218621854182889e-07,1.0458125552786094e-06
2,4,12,1,280,0.05392889608629048,2.5005781031098747e-17,6.575271255341306e-12,4.2189592830721693e-07,1.045916287289851e-06
2,4,12,1,290,0.055857422994449735,2.500527511968129e-17,6.5750937019889684e-12,4.2188739260233957e-07,1.0458880442051385e-06
2,4,12,1,300,0.05772478203289211,2.500486446328125e-17,6.574947928465779e-12,4.2188046403398593e-07,1.0458648562793117e-06
2,4,12,1,310,0.05961400410160422,2.5006498804150593e-17,6.575469623681289e-12,4.219080385279553e-07,1.0459478413763084e-06
2,4,12,1,320,0.06145306397229433,2.5006216244423224e-17,6.5753684820181566e-12,4.2190327119841926e-07,1.0459317529582513e-06
2,4,12,1,330,0.0633524339646101,2.5006203009533423e-17,6.575354825305948e-12,4.219030479002103e-07,1.0459295806101953e-06
2,4,12,1,340,0.06520535983145237,2.500613599497911e-17,6.57532162584958e-12,4.2190191723496266e-07,1.0459242996338224e-06
2,4,12,1,350,0.06707154400646687,2.5011592672835574e-17,6.577071490886522e-12,4.2199398195259186e-07,1.0462026474420913e-06
2,4,12,1,360,0.06898619816638529,2.5007828160943148e-17,6.575854462936479e-12,4.219304673502084e-07,1.0460090570477781e-06
2,4,12,1,370,0.07082573906518519,2.5008190905491147e-17,6.575964664464016e-12,4.2193658755287777e-07,1.046026586601778e-06
2,4,12,1,380,0.07271088799461722,2.5007808528328297e-17,6.57582645918021e-12,4.219301361099941e-07,1.0460046025418497e-06
2,4,12,1,390,0.07458559004589915,2.5009952658024217e-17,6.576501310658078e-12,4.21966311728238e-07,1.0461119499233939e-06
2,4,12,1,400,0.07645598985254765,2.5007649645027202e-17,6.575760117865715e-12,4.21927455441163e-07,1.0459940497511502e-06
2,4,12,1,410,0.07829098799265921,2.5008881846871873e-17,6.576134813901361e-12,4.219482450713878e-07,1.0460536519593704e-06
2,4,12,1,420,0.08010465488769114,2.5008551853506253e-17,6.576026788401466e-12,4.219426774445598e-07,1.0460364685420792e-06
2,4,12,1,430,0.08200428099371493,2.50070892172375e-17,6.5755411327437954e-12,4.219179999395615e-07,1.0459592161911653e-06
2,4,12,1,440,0.08389135007746518,2.5009837796241346e-17,6.576442145406712e-12,4.219643737876293e-07,1.0461025386158384e-06
2,4,12,1,450,0.08574980986304581,2.5008685507798665e-17,6.576039711583142e-12,4.2194493245118e-07,1.0460385242087847e-06
2,4,12,1,460,0.08763035805895925,2.500825316375694e-17,6.575888213811295e-12,4.2193763797033155e-07,1.0460144257372678e-06
2,4,12,1,470,0.08948780712671578,2.500788649010103e-17,6.575766662889298e-12,4.219314514760064e-07,1.045995090855996e-06
2,4,12,1,480,0.09134650905616581,2.501142933051399e-17,6.576897685654976e-12,4.21991226051454e-07,1.0461750005640492e-06
2,4,12,1,490,0.09322343696840107,2.500893605305139e-17,6.576081384757114e-12,4.2194915963456014e-07,1.0460451530838086e-06
2,4,12,1,500,0.09510685410350561,2.5008446478451032e-17,6.575910827896921e-12,4.2194089956340953e-07,1.0460180229182144e-06
2,4,12,1,510,0.09696597815491259,2.5009610502518653e-17,6.576284631159841e-12,4.2196053890256754e-07,1.0460774831147215e-06
2,4,12,1,520,0.09880859893746674,2.5010137041752634e-17,6.576441846404082e-12,4.219694226386378e-07,1.0461024910540408e-06
2,4,12,1,530,0.10066530806943774,2.5010358092846642e-17,6.5764978988093665e-12,4.219731521984701e-07,1.046111407206904e-06
2,4,12,1,540,0.10250868694856763,2.5012452863124447e-17,6.577162142046603e-12,4.2200849502778813e-07,1.0462170671551506e-06
2,4,12,1,550,0.10434115305542946,2.5011905838245608e-17,6.576993116621979e-12,4.219992656592362e-07,1.0461901805921914e-06
2,4,12,1,560,0.10620832093991339,2.5012190698569056e-17,6.577062325990033e-12,4.220040718042812e-07,1.0462011895988879e-06
2,4,12,1,570,0.10803017904981971,2.501202033813696e-17,6.577000933889049e-12,4.2200119749403445e-07,1.0461914240704654e-06
2,4,12,1,580,0.10987403709441423,2.5011954965019175e-17,6.5769689024911156e-12,4.2200009452299823e-07,1.0461863288949962e-06
2,4,12,1,590,0.11173980496823788,2.5017893010293358e-17,6.578893235139368e-12,4.2210028084072076e-07,1.0464924289448362e-06
2,4,12,1,600,0.11358756804838777,2.501350810001682e-17,6.577466298025435e-12,4.2202629891672633e-07,1.0462654486864644e-06
2,4,12,2,10,0.001102613052353263,5.72765562614573e-11,1.9539095264084978e-05,0.9663663712049338,3.1080478936916003
2,4,12,2,20,0.0020596280228346586,1.69091476715736e-11,1.6568019693246462e-05,0.28529005132493945,2.6354443752003025
2,4,12,2,30,0.003071452956646681,4.344032658286231e-12,1.2959544971396228e-06,0.07329223944995919,0.2061450947812649
2,4,12,2,40,0.004087826935574412,1.0832125842681727e-12,3.21427455427247e-07,0.018275893011520928,0.05112887328266424
2,4,12,2,50,0.005105431890115142,4.1166734914938336e-13,1.0156509129080643e-07,0.0069456250219559245,0.016155771994173188
2,4,12,2,60,0.006079446990042925,4.737958601359916e-13,1.9609608368068584e-07,0.007993853261035584,0.031192642832609137
2,4,12,2,70,0.006997450953349471,7.095421887195222e-14,2.075645070304335e-08,0.0011971350145418905,0.003301690381063227
2,4,12,2,80,0.00804409314878285,4.653439993878088e-14,1.790353195640657e-08,0.0007851254010412569,0.002847881850959161
2,4,12,2,90,0.009043811121955514,1.7268096074860073e-14,4.823554299880197e-09,0.0002913462056850293,0.0007672738977534117
2,4,12,2,100,0.010001444024965167,2.2449632736689695e-15,7.475919673220017e-10,3.787687587851206e-05,0.00011891807721756966
2,4,12,2,110,0.010975349927321076,2.16233867508579e-15,6.51012281187424e-10,3.648283896853077e-05,0.00010355532443874865
2,4,12,2,120,0.011964454082772136,1.489886372325999e-15,4.549284784535648e-10,2.5137266992101215e-05,7.236463511373038e-05
2,4,12,2,130,0.01290740305557847,6.359175922271964e-16,2.0678641670152553e-10,1.0729160691518485e-05,3.289313441521357e-05
2,4,12,2,140,0.01384630799293518,3.4450895759231836e-16,1.0552986954141829e-10,5.812532961589973e-06,1.6786441967588946e-05
2,4,12,2,150,0.01482355291955173,1.6205135234482366e-16,4.9514610507296044e-11,2.7341199879312534e-06,7.876197890136463e-06
2,4,12,2,160,0.015787185868248343,1.0247551574245149e-16,3.1422213391161754e-11,1.7289603067848147e-06,4.998273606098917e-06
2,4,12,2,170,0.016751831863075495,6.981429551134857e-17,2.0856292319809504e-11,1.1779023009616652e-06,3.3175720031393115e-06
2,4,12,2,180,0.01772294007241726,4.983693085782608e-17,1.4526750752794895e-11,8.408454901726876e-07,2.3107434847506706e-06
2,4,12,2,190,0.01868959586136043,3.919740138303567e-17,1.1124423393772025e-11,6.613360335819825e-07,1.7695415386555708e-06
2,4,12,2,200,0.019643992884084582,3.3412844421671245e-17,9.270087775440532e-12,5.637393607955702e-07,1.4745757874344173e-06
2,4,12,2,210,0.020518207922577858,3.004384388558102e-17,8.193294164769726e-12,5.068978005630147e-07,1.3032922111811387e-06
2,4,12,2,220,0.02155817812308669,2.809377545303112e-17,7.567163612063612e-12,4.7399637146587723e-07,1.2036947774611017e-06
2,4,12,2,230,0.02252177195623517,2.692467360797289e-17,7.19196339869023e-12,4.542713603737182e-07,1.1440123706184841e-06
2,4,12,2,240,0.0234881779178977,2.6216756930113523e-17,6.964728540088591e-12,4.4232743574292193e-07,1.1078665402151538e-06
2,4,12,2,250,0.024451693054288626,2.5780705529504806e-17,6.8246336706201e-12,4.3497040457398216e-07,1.085581907376043e-06
2,4,12,2,260,0.02537723700515926,2.551027150735842e-17,6.7377159759665975e-12,4.304076591561362e-07,1.071756069785246e-06
2,4,12,2,270,0.02630097488872707,2.5337650170929752e-17,6.6822138346248e-12,4.274952030769747e-07,1.0629274463939763e-06
2,4,12,2,280,0.027222409145906568,2.5226081575022854e-17,6.64629970457682e-12,4.256128249068414e-07,1.057214651879147e-06
2,4,12,2,290,0.02821899694390595,2.515563118386308e-17,6.623635602502522e-12,4.2442419044103554e-07,1.05360951490825e-06
2,4,12,2,300,0.029171053087338805,2.5106583005378564e-17,6.607849499439488e-12,4.235966527301451e-07,1.051098448571169e-06
2,4,12,2,310,0.030108809005469084,2.5074828950454634e-17,6.5976224075407135e-12,4.230609003590038e-07,1.0494716439005862e-06
2,4,12,2,320,0.03105982393026352,2.5053474313589297e-17,6.590741445608201e-12,4.227006063000916e-07,1.0483771019603446e-06
2,4,12,2,330,0.03201073710806668,2.5036969023065052e-17,6.585385286129314e-12,4.2242213010056615e-07,1.0475251075377967e-06
2,4,12,2,340,0.03292522905394435,2.5030090395886215e-17,6.583187648983267e-12,4.223060743454795e-07,1.0471755334449049e-06
2,4,12,2,350,0.03385572601109743,2.5021934071929015e-17,6.580567820970156e-12,4.2216846137257465e-07,1.0467588022284422e-06
2,4,12,2,360,0.03478627698495984,2.5017545684908965e-17,6.579159124710742e-12,4.2209442078918746e-07,1.0465347235092001e-06
2,4,12,2,370,0.035736608086153865,2.501326454702521e-17,6.577765706384598e-12,4.220221897063258e-07,1.0463130750226623e-06
2,4,12,2,380,0.036722660064697266,2.5011033912331795e-17,6.577039648376936e-12,4.219845545813312e-07,1.0461975823127436e-06
2,4,12,2,390,0.03765688114799559,2.5009244500946992e-17,6.576449351115995e-12,4.2195436374760455e-07,1.0461036848147416e-06
2,4,12,2,400,0.038584510097280145,2.5007121438507298e-17,6.575755878465814e-12,4.2191854357475195e-07,1.0459933753976168e-06
2,4,12,2,410,0.03954130318015814,2.5007012186042956e-17,6.575729769522248e-12,4.2191670027420447e-07,1.0459892222960548e-06
2,4,12,2,420,0.04043085197918117,2.5004661661859507e-17,6.574972490727183e-12,4.2187704238144957e-07,1.045868763352991e-06
2,4,12,2,430,0.04144572210498154,2.5006014037537546e-17,6.575395715821477e-12,4.218998595768572e-07,1.0459360849891823e-06
2,4,12,2,440,0.04237619414925575,2.5005250381811097e-17,6.575146334075212e-12,4.2188697522658567e-07,1.0458964162941518e-06
2,4,12,2,450,0.04333157022483647,2.5004117286543568e-17,6.574761874290783e-12,4.2186785771615234e-07,1.045835260984397e-06
2,4,12,2,460,0.04425380798056722,2.5005308568797312e-17,6.575154384276343e-12,4.2188795695367246e-07,1.0458976968248175e-06
2,4,12,2,470,0.045205402886494994,2.500555517201743e-17,6.5752316463866265e-12,4.218921176273321e-07,1.0459099867663878e-06
2,4,12,2,480,0.04612175701186061,2.50053959914483e-17,6.575171050496613e-12,4.218894319430138e-07,1.0459003478897777e-06
2,4,12,2,490,0.04707177611999214,2.500836974452452e-17,6.5761579810995016e-12,4.219396049135396e-07,1.046057337122906e-06
2,4,12,2,500,0.04802044783718884,2.500513329698033e-17,6.5750715410659694e-12,4.2188499977885595e-07,1.0458845191079362e-06
2,4,12,2,510,0.04894694802351296,2.5005984969893833e-17,6.575352063131507e-12,4.218993691494431e-07,1.0459291412361947e-06
2,4,12,2,520,0.04988140892237425,2.500540905831704e-17,6.575156434943108e-12,4.218896524063823e-07,1.0458980230206027e-06
2,4,12,2,530,0.05083858501166105,2.5005682105467365e-17,6.575236452451569e-12,4.218942592403306e-07,1.0459107512582857e-06
2,4,12,2,540,0.05177219212055206,2.5005896047977983e-17,6.57530441075196e-12,4.2189786886460145e-07,1.0459215612599533e-06
2,4,12,2,550,0.052666801027953625,2.5006028293478415e-17,6.575330988951779e-12,4.2190010010217407e-07,1.045925789005243e-06
2,4,12,2,560,0.053614725824445486,2.5005745682052258e-17,6.575248425262279e-12,4.2189533190037944e-07,1.045912655751232e-06
2,4,12,2,570,0.05458150594495237,2.500505505086426e-17,6.5750091664067666e-12,4.218836796154212e-07,1.0458745972857875e-06
2,4,12,2,580,0.05552833992987871,2.5006266469796042e-17,6.575404009968096e-12,4.219041185976772e-07,1.0459374043238077e-06
2,4,12,2,590,0.05643797595985234,2.5006158639048378e-17,6.5753645339975894e-12,4.219022992842421e-07,1.0459311249538917e-06
2,4,12,2,600,0.05736616300418973,2.5007389483799857e-17,6.57576252767445e-12,4.219230660176779e-07,1.0459944330749868e-06
3,2,2,1,10,2.0548002794384956e-05,,,,
3,2,2,1,20,2.008187584578991e-05,,,,
3,2,2,1,30,1.9891886040568352e-05,,,,
3,2,2,1,40,1.9955914467573166e-05,,,,
3,2,2,1,50,2.080691047012806e-05,,,,
3,2,2,1,60,2.0256033167243004e-05,,,,
3,2,2,1,70,2.1355925127863884e-05,,,,
3,2,2,1,80,2.084486186504364e-05,,,,
3,2,2,1,90,2.2714026272296906e-05,,,,
3,2,2,1,100,2.326606772840023e-05,,,,
3,2,2,1,110,2.4410896003246307e-05,4.7188420184967537e-11,2.4117789864289486e-05,1.1198898217774702,1.4258542844850173
3,2,2,1,120,2.507702447474003e-05,1.3308407250818393e-10,1.724074593970267e-05,3.1583913523362335,1.019280440047359
3,2,2,1,130,2.5446061044931412e-05,3.351529521453923e-11,3.541904266666337e-05,0.7953950956083582,2.0939892926671955
3,2,2,1,140,2.6006950065493584e-05,1.3302742762638133e-10,1.7881439446342346e-05,3.1570470389148926,1.057158520361698
3,2,2,1,150,2.6918016374111176e-05,1.1038583869618481e-10,3.1062403739277465e-05,2.619710020798867,1.83642289394153
3,2,2,1,160,2.726912498474121e-05,1.3169962163048836e-10,2.1185880815322075e-05,3.125535146500038,1.2525185392648268
3,2,2,1,170,2.694595605134964e-05,1.3278959705803112e-10,1.4702847453404842e-05,3.1514027721274274,0.869238771609329
3,2,2,1,180,2.9771821573376656e-05,1.2561346130402397e-10,7.896271537736239e-06,2.9810965537987597,0.4668310266774937
3,2,2,1,190,2.9694056138396263e-05,1.1487450964733611e-10,4.221933971543483e-06,2.7262365137774114,0.24960258282420636
3,2,2,1,200,3.0964845791459084e-05,1.0502090189602908e-10,2.3368859702262765e-06,2.4923877223743105,0.13815772057678247
3,2,2,1,210,3.0415132641792297e-05,9.51913905239121e-11,1.1172771950441735e-06,2.2591107935105974,0.06605391640259527
3,2,2,1,220,3.087799996137619e-05,8.645192627383236e-11,3.6459572005992293e-07,2.0517031917496418,0.021555058422748897
3,2,2,1,230,2.99760140478611e-05,7.886642238472719e-11,1.1624579291772709e-07,1.8716817253567393,0.006872502116394995
3,2,2,1,240,3.0386028811335564e-05,7.203556476088947e-11,4.4346936481503237e-07,1.7095697517631872,0.02621810279538197
3,2,2,1,250,3.230688162147999e-05,6.603477730224181e-11,6.6436355070778e-07,1.5671572537128664,0.0392774636715359
3,2,2,1,260,3.212899900972843e-05,6.070312130317777e-11,8.156752135149777e-07,1.440624785298662,0.04822307535155338
3,2,2,1,270,3.366800956428051e-05,5.597974234180229e-11,9.182672111322091e-07,1.3285281310239905,0.05428835911841298
3,2,2,1,280,3.352481871843338e-05,5.1779703197795665e-11,9.864779980708973e-07,1.2288515351557023,0.058321010673629964
3,2,2,1,290,3.547896631062031e-05,4.802749074708972e-11,1.029970886621756e-06,1.1398028974555807,0.06089232926599793
3,2,2,1,300,3.504706546664238e-05,4.4665915227492155e-11,1.0553560799279633e-06,1.0600249732365181,0.06239311299625713
3,2,2,1,310,3.6431942135095596e-05,4.164317557900478e-11,1.0673651877809129e-06,0.9882884041173299,0.06310309670460368
3,2,2,1,320,3.599189221858978e-05,3.89159511561329e-11,1.0694144643528149e-06,0.9235650914718664,0.06322425083176803
3,2,2,1,330,3.424216993153095e-05,3.644773116639143e-11,1.0640291525974083e-06,0.8649885501597308,0.06290586884556855
3,2,2,1,340,3.609899431467056e-05,3.420695870444341e-11,1.0530969685910868e-06,0.8118098621846195,0.06225955334601806
3,2,2,1,350,3.5831937566399574e-05,3.216686928400454e-11,1.038050855800771e-06,0.7633938446847753,0.0613700205775664
3,2,2,1,360,3.720098175108433e-05,3.0304341590203196e-11,1.0199843956430926e-06,0.7191917756413354,0.0603019235518333
3,2,2,1,370,3.7833815440535545e-05,2.859945540923356e-11,9.997400384464386e-07,0.6787309025315129,0.059105068300671394
3,2,2,1,380,3.822403959929943e-05,2.7034978760525294e-11,9.77970020751573e-07,0.641602270794546,0.057818015333620715
3,2,2,1,390,3.935093991458416e-05,2.5595951689673768e-11,9.55181262910982e-07,0.607450846279973,0.05647073400361749
3,2,2,1,400,3.8972124457359314e-05,2.42693344320842e-11,9.317683563155555e-07,0.575967165361107,0.05508655272626229
3,2,2,1,410,4.086783155798912e-05,2.3043728668241508e-11,9.080386378178991e-07,0.5468807196810188,0.0536836413906923
3,2,2,1,420,4.036608152091503e-05,2.1909136738128607e-11,8.842310945550762e-07,0.5199542417564821,0.052276129020969675
3,2,2,1,430,4.0689948946237564e-05,2.0856762298535245e-11,8.605309102791882e-07,0.49497897411709596,0.050874963761507165
3,2,2,1,440,4.080892540514469e-05,1.9878842774959047e-11,8.370807339560184e-07,0.4717706930032617,0.0494885790815482
3,2,2,1,450,4.046107642352581e-05,1.8968507834593593e-11,8.139894653024648e-07,0.45016634960444546,0.04812341317998212
3,2,2,1,460,4.188087768852711e-05,1.8119659917540328e-11,7.91339163675548e-07,0.4300212347898624,0.046784317441883945
3,2,2,1,470,4.3279025703668594e-05,1.732687276251075e-11,7.691905057052785e-07,0.41120657088983276,0.045474879096156315
3,2,2,1,480,4.5560067519545555e-05,1.6585305042433488e-11,7.475871210247016e-07,0.3936074620699573,0.04419767754578589
3,2,2,1,490,4.4680899009108543e-05,1.5890626596169303e-11,7.265590509518087e-07,0.37712114363992694,0.04295448884663065
3,2,2,1,500,4.44978941231966e-05,1.5238955216059503e-11,7.061255175344626e-07,0.36165548187655366,0.04174644941456683
3,2,2,1,510,4.525692202150822e-05,1.4626802323954916e-11,6.862971475847564e-07,0.34712768479090433,0.040574187511372935
3,2,2,1,520,4.4362153857946396e-05,1.4051026140499923e-11,6.670777632779054e-07,0.33346319072762276,0.03943792910571927
3,2,2,1,530,4.688906483352184e-05,1.3508791201821552e-11,6.484658268325395e-07,0.32059470760278436,0.03833758328329871
3,2,2,1,540,4.474585875868797e-05,1.2997533262214029e-11,6.304556077165955e-07,0.30846137996381884,0.037272811252549484
3,2,2,1,550,4.590395838022232e-05,1.2514928784190665e-11,6.130381265981267e-07,0.29700806491821863,0.036243082151439864
3,2,2,1,560,4.825904034078121e-05,1.2058868349209108e-11,5.962019191966397e-07,0.28618470110885014,0.03524771820669327
3,2,2,1,570,4.789000377058983e-05,1.1627433421996246e-11,5.799336541534295e-07,0.27594575727790355,0.03428593126255271
3,2,2,1,580,4.774099215865135e-05,1.1218875999551124e-11,5.642186326322723e-07,0.2662497492908914,0.03335685231739222
3,2,2,1,590,4.811398684978485e-05,1.0831600741136687e-11,5.490411916121678e-07,0.2570588160402222,0.03245955536656019
3,2,2,1,600,4.931306466460228e-05,1.0464149243470796e-11,5.343850288705676e-07,0.24833834625929047,0.03159307661552991
3,2,2,2,10,1.900014467537403e-05,,,,
3,2,2,2,20,1.9398052245378494e-05,,,,
3,2,2,2,30,2.1333107724785805e-05,,,,
3,2,2,2,40,1.9892118871212006e-05,,,,
3,2,2,2,50,2.167397178709507e-05,,,,
3,2,2,2,60,2.2182008251547813e-05,,,,
3,2,2,2,70,2.2195978090167046e-05,,,,
3,2,2,2,80,2.35650222748518e-05,3.8692538069735154e-11,1.329325028493816e-05,0.9182629847149966,0.7859027705343657
3,2,2,2,90,2.5338027626276016e-05,,,,
3,2,2,2,100,2.433895133435726e-05,1.2283369432509269e-10,8.826152258371967e-06,2.9151262853639213,0.5218059815568233
3,2,2,2,110,2.4728011339902878e-05,1.2944107877810774e-10,2.50356985750533e-05,3.071934726258908,1.4801214489048637
3,2,2,2,120,2.6375986635684967e-05,1.231627647972731e-11,2.27304287854259e-06,0.29229358850707526,0.13438328907521518
3,2,2,2,130,2.6984140276908875e-05,2.212500167697339e-11,1.756319446355376e-07,0.5250772135987966,0.010383437377975273
3,2,2,2,140,2.7246074751019478e-05,2.2506059528750225e-12,1.065590505910548e-06,0.05341205934797193,0.06299817673628583
3,2,2,2,150,2.6493798941373825e-05,3.4888789952613066e-12,1.0927927746864492e-06,0.08279912870342328,0.0646063867629957
3,2,2,2,160,2.8515001758933067e-05,1.1150235757788665e-11,6.526799412039533e-08,0.26462075836869453,0.003858672356794342
3,2,2,2,170,2.843397669494152e-05,7.60404949658925e-12,5.471237729750506e-08,0.1804615963438246,0.0032346196738167253
3,2,2,2,180,2.937205135822296e-05,8.555084727094602e-12,4.525398528311956e-08,0.2030318513051047,0.0026754354013797557
3,2,2,2,190,2.99790408462286e-05,8.450328850817954e-12,8.852038180539557e-08,0.20054575325067206,0.005233363685963569
3,2,2,2,200,2.9471004381775856e-05,7.147828409130215e-12,5.4728185349631214e-08,0.1696344198814013,0.0032355542527719395
3,2,2,2,210,3.3773016184568405e-05,6.780485859691179e-12,6.850059358906588e-08,0.1609165356926525,0.004049785051131754
3,2,2,2,220,3.163004294037819e-05,6.192019338865591e-12,6.593619947434882e-08,0.1469508707149698,0.003898176949553944
3,2,2,2,230,3.365497104823589e-05,5.846573448987191e-12,7.184716029825117e-08,0.1387526446558376,0.004247635538570991
3,2,2,2,240,3.3939024433493614e-05,5.4622752363570255e-12,7.278720960596149e-08,0.12963236355371888,0.004303211664765315
3,2,2,2,250,3.359396941959858e-05,5.08765415628613e-12,7.144651083797077e-08,0.12074174308051375,0.004223948967258614
3,2,2,2,260,3.311806358397007e-05,4.755972656474806e-12,7.017591890763633e-08,0.11287017767835357,0.004148831016654776
3,2,2,2,270,3.451691009104252e-05,4.447297570227455e-12,6.814956028746395e-08,0.10554460742256416,0.004029031808819649
