case,method,order,variant,n_steps,runtime_s,abs_err_x,abs_err_px,rel_err_x,rel_err_px
6,4,6,1,320,0.0023633590899407864,3.160530826887688e-17,9.4048809742126e-12,4.58538214692522e-07,8.888763506038168e-07
6,4,6,1,330,0.0024250291753560305,3.149929686619557e-17,9.381271636732243e-12,4.570001730791008e-07,8.866449792768159e-07
6,4,6,1,340,0.002506221877411008,3.1412876150648024e-17,9.361989363674801e-12,4.557463583628354e-07,8.848225684931345e-07
6,4,6,1,350,0.002577390056103468,3.1342079726573565e-17,9.346166464653505e-12,4.5471922502100735e-07,8.833271108922796e-07
6,4,6,1,360,0.002644489984959364,3.1283721268403245e-17,9.333103676700946e-12,4.53872544995172e-07,8.820925175661313e-07
6,4,6,1,370,0.002747876103967428,3.123542640588752e-17,9.322278819251734e-12,4.531718702905184e-07,8.810694360607252e-07
6,4,6,1,380,0.0027795268688350916,3.119542742820797e-17,9.313309026637447e-12,4.525915544885438e-07,8.802216808848201e-07
6,4,6,1,390,0.002857145154848695,3.116185158553307e-17,9.30576587128743e-12,4.5210442723681866e-07,8.795087603898191e-07
6,4,6,1,400,0.002949305111542344,3.113383218645133e-17,9.299469873696423e-12,4.516979143459335e-07,8.789137115659743e-07
6,4,6,1,410,0.003025862155482173,3.111002667805449e-17,9.294110018612787e-12,4.513525377013751e-07,8.784071396657483e-07
6,4,6,1,420,0.0030840090475976467,3.108999665461788e-17,9.289599297118115e-12,4.5106193679633935e-07,8.779808212815211e-07
6,4,6,1,430,0.0031490628607571125,3.107302796200485e-17,9.28577760982098e-12,4.508157504927522e-07,8.776196250614796e-07
6,4,6,1,440,0.0032281968742609024,3.10585022956322e-17,9.282500583343654e-12,4.506050082633435e-07,8.773099059545622e-07
6,4,6,1,450,0.003319195006042719,3.1046088317965826e-17,9.279699589382685e-12,4.504249029750816e-07,8.770451777462078e-07
6,4,6,1,460,0.003382056951522827,3.103551278798494e-17,9.277314090493332e-12,4.502714703745954e-07,8.76819718907021e-07
6,4,6,1,470,0.0034487489610910416,3.1026319735301574e-17,9.275236415235474e-12,4.501380951222756e-07,8.766233531682084e-07
6,4,6,1,480,0.0035164658911526203,3.101842449022521e-17,9.273452206400652e-12,4.5002354880774275e-07,8.76454723597865e-07
6,4,6,1,490,0.003591288812458515,3.101149681382099e-17,9.271883082948061e-12,4.4992304023673513e-07,8.763064222283943e-07
6,4,6,1,500,0.003652527928352356,3.100558023646864e-17,9.270545621312479e-12,4.4983720095957463e-07,8.761800157357476e-07
6,4,6,1,510,0.003719711909070611,3.100044193267513e-17,9.269384452644208e-12,4.497626530821111e-07,8.760702710860155e-07
6,4,6,1,520,0.0038116180803626776,3.0995910947472294e-17,9.268359302220673e-12,4.496969163442179e-07,8.759733818250253e-07
6,4,6,1,530,0.0038678371347486973,3.0992059685013126e-17,9.267489916073941e-12,4.4964104120459526e-07,8.758912141944628e-07
6,4,6,1,540,0.003959076013416052,3.0988520967578533e-17,9.26668664593094e-12,4.495897005512798e-07,8.75815295335392e-07
6,4,6,1,550,0.004013319965451956,3.0985419324624795e-17,9.265982424432658e-12,4.4954470109072966e-07,8.757487377854213e-07
6,4,6,1,560,0.004100122023373842,3.0982455820833353e-17,9.265301950350086e-12,4.4950170578987065e-07,8.7568442465686e-07
6,4,6,1,570,0.0041967041324824095,3.098028103375598e-17,9.264815770379021e-12,4.494701534007811e-07,8.756384746996409e-07
6,4,6,1,580,0.004249905934557319,3.097829326704523e-17,9.264369646596032e-12,4.4944131435289016e-07,8.755963105424093e-07
6,4,6,1,590,0.00431146495975554,3.0976341198347785e-17,9.263924054749733e-12,4.494129932212667e-07,8.755541966597049e-07
6,4,6,1,600,0.004400474950671196,3.097466636440252e-17,9.26354456027244e-12,4.493886942851312e-07,8.755183297872825e-07
6,4,6,2,10,6.448081694543362e-05,1.281653670347907e-10,5.391391059467079e-05,1.8594572179324969,5.095524358848533
6,4,6,2,20,9.468710049986839e-05,4.0231021091568856e-11,2.4715439187909872e-05,0.5836823494852982,2.335911475026316
6,4,6,2,30,0.0001352839171886444,6.7778366706955724e-12,1.6582488075563518e-06,0.09833465631843674,0.1567248062463891
6,4,6,2,40,0.00017324998043477535,8.58875587013431e-12,1.7133096081960188e-05,0.12460795349999775,1.6192872575032615
6,4,6,2,50,0.00020996504463255405,7.146247047201066e-12,2.3925895385499443e-06,0.10367965200333508,0.22612899231265374
6,4,6,2,60,0.0002491278573870659,1.6367657754562532e-13,1.4381190755500002e-08,0.002374663300742429,0.0013591985258650677
6,4,6,2,70,0.0002846808638423681,2.4362566419270557e-12,7.285849303772383e-07,0.035345859044257584,0.06886019246754752
6,4,6,2,80,0.00032328302040696144,4.3296409697093624e-13,1.1808261080737487e-07,0.006281558223132876,0.011160251836469176
6,4,6,2,90,0.00036206399090588093,1.5215877433212004e-13,4.327491616546125e-08,0.0022075599496923374,0.004090009183456124
6,4,6,2,100,0.00040579610504209995,2.6066515771998494e-13,7.249859611949532e-08,0.0037817994064993175,0.006852004583502163
6,4,6,2,110,0.0004367721267044544,1.166450108653702e-13,3.229468161125812e-08,0.001692316827919279,0.0030522426400968502
6,4,6,2,120,0.0004709979984909296,1.007727776420821e-13,2.7510832995608945e-08,0.001462038248654262,0.0026001104003610504
6,4,6,2,130,0.0005097179673612118,5.773159959423571e-14,1.572413587009141e-08,0.0008375853949620432,0.0014861232743857875
6,4,6,2,140,0.0005449149757623672,3.14367484180133e-14,8.62845817847144e-09,0.00045609270356425575,0.0008154948944114065
6,4,6,2,150,0.0005826100241392851,2.282674525432463e-14,6.2280935371063326e-09,0.0003311764886807404,0.0005886310597296827
6,4,6,2,160,0.0006213400047272444,1.5200355944411067e-14,4.15098619532471e-09,0.00022053080508329422,0.0003923189959366777
6,4,6,2,170,0.0006412940565496683,1.0033531685067848e-14,2.723928904580758e-09,0.00014556914511928458,0.0002574446173903555
6,4,6,2,180,0.0006831539794802666,7.795440287814566e-15,2.1258273177789518e-09,0.00011309832012733834,0.00020091669776814552
6,4,6,2,190,0.0007303210441023111,5.671985852372392e-15,1.5462082668507614e-09,8.229067865378874e-05,0.0001461356039784251
6,4,6,2,200,0.0007648379541933537,4.2308227436923596e-15,1.1532188860824438e-09,6.13819011372722e-05,0.00010899329802461244
6,4,6,2,210,0.0008009830489754677,3.1804165352893735e-15,8.66633272408174e-10,4.614232861339495e-05,8.190745024867421e-05
6,4,6,2,220,0.000846377108246088,2.4351831193473877e-15,6.636043189328438e-10,3.5330284093273865e-05,6.271872944222372e-05
6,4,6,2,230,0.0008727940730750561,1.8867453060459256e-15,5.142085410017572e-10,2.737340249472398e-05,4.859900009667287e-05
6,4,6,2,240,0.0009000059217214584,1.4775404215796102e-15,4.027614509605399e-10,2.1436549243037223e-05,3.806588617924279e-05
6,4,6,2,250,0.0009477909188717604,1.1701077221706005e-15,3.190617787030383e-10,1.697623390847904e-05,3.01552428200149e-05
6,4,6,2,260,0.000984126003459096,9.359689328514343e-16,2.553341928081959e-10,1.3579286106821221e-05,2.41322060438646e-05
6,4,6,2,270,0.0010242860298603773,7.560537606492564e-16,2.0637846511051955e-10,1.0969028957742133e-05,1.9505290647871724e-05
6,4,6,2,280,0.001050641993060708,6.1649046404586465e-16,1.684111104406958e-10,8.944207547468437e-06,1.591691098059803e-05
6,4,6,2,290,0.0011042309924960136,5.072316132746443e-16,1.386943171869195e-10,7.3590510938189385e-06,1.310831033892151e-05
6,4,6,2,300,0.0011377499904483557,4.2100427173262605e-16,1.1524616249886739e-10,6.10804189903457e-06,1.089217275837605e-05
6,4,6,2,310,0.0011682359036058187,3.524280015079341e-16,9.660114808598865e-11,5.11311913949081e-06,9.129990715486054e-06
6,4,6,2,320,0.0012266428675502539,2.974939472679105e-16,8.166764708816983e-11,4.316121276260107e-06,7.718592112454719e-06
6,4,6,2,330,0.0012457589618861675,2.5319145190661707e-16,6.962600749957002e-11,3.6733688956609366e-06,6.580509803688745e-06
6,4,6,2,340,0.0012736800126731396,2.1723526433416e-16,5.985422589824914e-11,3.151706967343039e-06,5.6569568536306155e-06
6,4,6,2,350,0.0013170521706342697,1.878776860357963e-16,5.187670789225411e-11,2.7257794166257495e-06,4.902983771835312e-06
6,4,6,2,360,0.001344332005828619,1.6377201307830282e-16,4.532705526868119e-11,2.376047904822221e-06,4.283961443139479e-06
6,4,6,2,370,0.0013942669611424208,1.4387263179468225e-16,3.9920832202214296e-11,2.0873423908733957e-06,3.773007201076507e-06
6,4,6,2,380,0.0014232001267373562,1.273620957821313e-16,3.543571148385588e-11,1.8478031450478171e-06,3.3491084035177454e-06
6,4,6,2,390,0.0014530459884554148,1.1359737314674701e-16,3.169682570613227e-11,1.6481008896775627e-06,2.9957379403997127e-06
6,4,6,2,400,0.0015253329183906317,1.0206943632660984e-16,2.8565768042218185e-11,1.4808505175684178e-06,2.69981467274102e-06
6,4,6,2,410,0.0015255569014698267,9.237250021415513e-17,2.593222351637218e-11,1.3401647905011389e-06,2.4509124852805733e-06
6,4,6,2,420,0.0015696350019425154,8.418211905978758e-17,2.370799419785109e-11,1.221336563286115e-06,2.2406955941817926e-06
6,4,6,2,430,0.0016049640253186226,7.723682571184543e-17,2.182201361072226e-11,1.1205724009755282e-06,2.0624473477453647e-06
6,4,6,2,440,0.0016501601785421371,7.132533170747954e-17,2.02168562516954e-11,1.034806874378948e-06,1.9107403331272335e-06
6,4,6,2,450,0.0016893460415303707,6.62753349761283e-17,1.8845702566040474e-11,9.615401792498527e-07,1.7811495294196978e-06
6,4,6,2,460,0.0017186119221150875,6.194661430311946e-17,1.7670449652457316e-11,8.987379489277177e-07,1.6700737461400736e-06
6,4,6,2,470,0.0017641170416027308,5.82238656741468e-17,1.6659771127333677e-11,8.447273221192099e-07,1.5745522566593668e-06
6,4,6,2,480,0.0017832820303738117,5.501210026885691e-17,1.578785941803789e-11,7.981301757656943e-07,1.4921459295264004e-06
6,4,6,2,490,0.0018235519528388977,5.2232811448062216e-17,1.5033386863456543e-11,7.578075146747076e-07,1.4208390397543951e-06
6,4,6,2,500,0.0018600339535623789,4.98206512325127e-17,1.4378604111796615e-11,7.228112529904133e-07,1.35895405637931e-06
6,4,6,2,510,0.0018986479844897985,4.77215334485043e-17,1.380881960867501e-11,6.923566941258071e-07,1.3051024477141888e-06
6,4,6,2,520,0.001933251041918993,4.588961930078102e-17,1.3311583296220686e-11,6.657787966529894e-07,1.258107530924282e-06
6,4,6,2,530,0.0019600691739469767,4.428690135238561e-17,1.2876573249573126e-11,6.425261385722395e-07,1.2169937577887902e-06
6,4,6,2,540,0.0020296459551900625,4.288126763768284e-17,1.2495068388708279e-11,6.22132830949098e-07,1.1809368795153728e-06
6,4,6,2,550,0.0020307579543441534,4.1645654939604996e-17,1.2159716569287932e-11,6.042062334355418e-07,1.14924202848727e-06
6,4,6,2,560,0.002091461094096303,4.0556384437635923e-17,1.1864098120134515e-11,5.884028074084659e-07,1.121302467213168e-06
6,4,6,2,570,0.0021429681219160557,3.95945629259193e-17,1.1603072611743445e-11,5.744484452145143e-07,1.0966323621954288e-06
6,4,6,2,580,0.002164981095120311,3.87432922806881e-17,1.1372053985815654e-11,5.620979843816785e-07,1.0747982747998258e-06
6,4,6,2,590,0.002192890038713813,3.798799385723639e-17,1.1167090335596828e-11,5.511399140568061e-07,1.0554267014739656e-06
6,4,6,2,600,0.0022342519368976355,3.731711593613819e-17,1.0985035562186365e-11,5.414066388234197e-07,1.0382202973692453e-06
6,4,8,1,10,0.0002831649035215378,9.449587935085164e-12,6.319734956674896e-05,0.1370971339520468,5.9729229540226685
6,4,8,1,20,0.0005025998689234257,4.708325339778988e-12,1.1867678507411541e-06,0.06830963574621508,0.11216408576282383
6,4,8,1,30,0.0007277128752321005,1.2499738712831552e-12,3.3986753034947105e-07,0.01813495323236238,0.0321216409749473
6,4,8,1,40,0.000933310016989708,1.1910715537119901e-13,3.0358879283307294e-08,0.0017280382749753581,0.002869285629425765
6,4,8,1,50,0.0011538290418684483,3.308776397328999e-14,9.269580946959371e-09,0.00048004607616564435,0.0008760888422035294
6,4,8,1,60,0.0013564820401370525,8.595745615904539e-16,2.198775059882751e-10,1.2470936258986862e-05,2.078111521438897e-05
6,4,8,1,70,0.0015810132026672363,4.752261942021085e-16,1.363032844077061e-10,6.894707965216761e-06,1.2882328479418046e-05
6,4,8,1,80,0.0017879749648272991,1.2734991884599416e-15,3.6578368911138184e-10,1.847626478821079e-05,3.4571035144328065e-05
6,4,8,1,90,0.002009974094107747,2.4119349264473393e-17,6.405953014814976e-12,3.499299313010636e-07,6.054409570478353e-07
6,4,8,1,100,0.002238539047539234,5.216935983206525e-18,1.2384093943607283e-12,7.568869417610982e-08,1.1704484363291032e-07
6,4,8,1,110,0.0024498600978404284,4.489673592921681e-18,6.473984844442221e-13,6.513737807385181e-08,6.11870797532768e-08
6,4,8,1,120,0.0026738590095192194,1.2911449036923288e-17,4.2733401334275585e-12,1.8732273515947177e-07,4.0388294047580256e-07
6,4,8,1,130,0.0028922520577907562,2.916024791381535e-17,8.649186422138907e-12,4.2306462903762657e-07,8.174539671137707e-07
6,4,8,1,140,0.0031016950961202383,2.6912226452609133e-17,8.138914904512917e-12,3.9044973603792595e-07,7.692270639080728e-07
6,4,8,1,150,0.0033191910479217768,2.8550537879365125e-17,8.596561962580023e-12,4.14218793765321e-07,8.124803116583263e-07
6,4,8,1,160,0.0035677491687238216,2.9517513075264774e-17,8.863631574516115e-12,4.2824792697951613e-07,8.37721658429842e-07
6,4,8,1,170,0.0037520239129662514,3.024809279584808e-17,9.066133072751993e-12,4.3884737179166244e-07,8.568605282610768e-07
6,4,8,1,180,0.003971748054027557,3.043449859312176e-17,9.115550940011247e-12,4.415517966548231e-07,8.615311215013817e-07
6,4,8,1,190,0.004189996048808098,3.062237823237655e-17,9.167287737840528e-12,4.442776044092693e-07,8.664208820600228e-07
6,4,8,1,200,0.0044142110273242,3.0736055531384696e-17,9.19859225445021e-12,4.459268648845925e-07,8.693795419896622e-07
6,4,8,1,210,0.004634083015844226,3.0809612438109e-17,9.21885631662055e-12,4.4699404804258376e-07,8.712947438598154e-07
6,4,8,1,220,0.004834205145016313,3.08572106336032e-17,9.231974085481716e-12,4.4768461531687885e-07,8.725345335546929e-07
6,4,8,1,230,0.0050541069358587265,3.0886156798088425e-17,9.239965914183894e-12,4.4810457396662004e-07,8.732898591724142e-07
6,4,8,1,240,0.005276710959151387,3.090854807320705e-17,9.246109928653175e-12,4.484294325388015e-07,8.738705437312604e-07
6,4,8,1,250,0.005511366995051503,3.0922895986220877e-17,9.25005360732944e-12,4.486375958752244e-07,8.74243269629581e-07
6,4,8,1,260,0.005706944037228823,3.0932807044600637e-17,9.25278113134663e-12,4.4878138814507057e-07,8.745010540291106e-07
6,4,8,1,270,0.005938231945037842,3.0939625119573696e-17,9.254661657991949e-12,4.488803065893771e-07,8.746787868112998e-07
6,4,8,1,280,0.0061507318168878555,3.094459161536904e-17,9.256029177438698e-12,4.4895236183072777e-07,8.748080341349543e-07
6,4,8,1,290,0.006393535993993282,3.0949776331749735e-17,9.25741636160235e-12,4.49027583074345e-07,8.749391400150163e-07
6,4,8,1,300,0.00658415793441236,3.0950833442723184e-17,9.25774671292211e-12,4.4904291992138264e-07,8.749703622576294e-07
6,4,8,1,310,0.006832055049017072,3.095270801493699e-17,9.258263911239703e-12,4.490701167134189e-07,8.750192438282034e-07
6,4,8,1,320,0.007012857124209404,3.0954211583721365e-17,9.258677402231366e-12,4.4909193088906904e-07,8.75058323787289e-07
6,4,8,1,330,0.0072434640023857355,3.095550330379605e-17,9.259029920403354e-12,4.4911067150731866e-07,8.750916410687195e-07
6,4,8,1,340,0.0074449211824685335,3.09563481524695e-17,9.259262410618585e-12,4.491229287964776e-07,8.751136142393138e-07
6,4,8,1,350,0.007678156951442361,3.095683740395243e-17,9.259398979434737e-12,4.4913002698706035e-07,8.751265216637927e-07
6,4,8,1,360,0.007867844076827168,3.094106730897168e-17,9.255355483007836e-12,4.4890123025657175e-07,8.747443617664502e-07
6,4,8,1,370,0.008140732999891043,3.09589870395693e-17,9.259967536748054e-12,4.491612144720744e-07,8.751802572880027e-07
6,4,8,1,380,0.008305745897814631,3.095813902434507e-17,9.25975714054022e-12,4.4914891124175484e-07,8.751603722714976e-07
6,4,8,1,390,0.008559543872252107,3.095846682051219e-17,9.259847966189088e-12,4.491536669956926e-07,8.751689564068555e-07
6,4,8,1,400,0.008776589995250106,3.095871048982607e-17,9.25991494786049e-12,4.4915720221487833e-07,8.751752869945361e-07
6,4,8,1,410,0.008975800126791,3.095853424865681e-17,9.259872193025445e-12,4.4915464526114066e-07,8.751712461393834e-07
6,4,8,1,420,0.009192978963255882,3.0959183171847356e-17,9.260043522379686e-12,4.491640600113065e-07,8.751874388601171e-07
6,4,8,1,430,0.009413375053554773,3.095902017849259e-17,9.260004855325644e-12,4.4916169526038353e-07,8.751837843502961e-07
6,4,8,1,440,0.009628832107409835,3.095956465720611e-17,9.260146458905634e-12,4.4916959470230985e-07,8.75197167621574e-07
6,4,8,1,450,0.009877156931906939,3.095878682308697e-17,9.259944817630343e-12,4.4915830967812085e-07,8.751781100533385e-07
6,4,8,1,460,0.010068071773275733,3.095964902962859e-17,9.260171254948132e-12,4.4917081879984574e-07,8.751995111510482e-07
6,4,8,1,470,0.010282059200108051,3.095947052663734e-17,9.260128129112656e-12,4.491682290309934e-07,8.751954352318143e-07
6,4,8,1,480,0.010507806902751327,3.095964429918946e-17,9.260172760972712e-12,4.4917075016937727e-07,8.751996534888021e-07
6,4,8,1,490,0.010707878973335028,3.095923306117805e-17,9.260069368743039e-12,4.491647838189794e-07,8.751898816577661e-07
6,4,8,1,500,0.010944589972496033,3.09600867244949e-17,9.260288272549795e-12,4.491771689933282e-07,8.752105707464869e-07
6,4,8,1,510,0.011136282933875918,3.096079406731621e-17,9.260475748046077e-12,4.4918743131102813e-07,8.752282894752426e-07
6,4,8,1,520,0.011349397012963891,3.0960012924474626e-17,9.260273517235854e-12,4.491760982830142e-07,8.752091761887413e-07
6,4,8,1,530,0.011584500083699822,3.0959307843475304e-17,9.260092360605359e-12,4.49165868780429e-07,8.751920546701337e-07
6,4,8,1,540,0.011801131069660187,3.0958999124161063e-17,9.260014008363672e-12,4.491613897985444e-07,8.751846494244062e-07
6,4,8,1,550,0.011966990074142814,3.095978613481512e-17,9.260217438572548e-12,4.491728079583416e-07,8.752038760687586e-07
6,4,8,1,560,0.012229483807459474,3.095988696037697e-17,9.260244526686202e-12,4.491742707623976e-07,8.752064362270078e-07
6,4,8,1,570,0.012427816865965724,3.095994495349273e-17,9.260260445823412e-12,4.491751121419386e-07,8.752079407802954e-07
6,4,8,1,580,0.012676259968429804,3.095989304790929e-17,9.260248697476434e-12,4.491743590819349e-07,8.752068304177276e-07
6,4,8,1,590,0.012876315973699093,3.095986821956622e-17,9.260242874971954e-12,4.4917399886573294e-07,8.752062801197976e-07
6,4,8,1,600,0.013116200920194387,3.096104233782225e-17,9.260546214411025e-12,4.491910332855329e-07,8.752349494091096e-07
6,4,8,2,10,0.00013573491014540195,7.447609300243103e-11,2.3323038846049905e-05,1.0805189568816223,2.2043126022871937
6,4,8,2,20,0.0002493609208613634,2.6994943918595152e-12,1.9933338679118916e-05,0.03916498230250372,1.8839444527822475
6,4,8,2,30,0.00036416202783584595,1.1640405577594074e-11,2.4997288807183184e-06,0.16888209874234955,0.23625497133714546
6,4,8,2,40,0.0004709379281848669,8.043604683810223e-12,1.724816498431686e-05,0.11669875515939127,1.6301626770088602
6,4,8,2,50,0.0005893600173294544,6.209025015546727e-12,2.013221582923245e-06,0.09008218560594276,0.1902740777360529
6,4,8,2,60,0.0007048649713397026,8.560845971129126e-13,2.6029046679598715e-07,0.012420302926533405,0.024600634591438998
6,4,8,2,70,0.0008198260329663754,2.1718433037084365e-12,6.501445477175003e-07,0.0315096800386236,0.06144661633939325
6,4,8,2,80,0.0009178631007671356,1.325819667112227e-13,3.490673904197246e-08,0.001923534420199085,0.0032991140341046125
6,4,8,2,90,0.0010326160117983818,3.867810530526966e-13,1.0644665149830385e-07,0.005611522344122339,0.01006051127890327
6,4,8,2,100,0.0011464699637144804,1.666814307787846e-13,4.658901213659175e-08,0.0024182585102947036,0.004403231811200854
6,4,8,2,110,0.0012519930023699999,4.9841879919329526e-14,1.397378358748053e-08,0.0007231192444224361,0.0013206935625686765
6,4,8,2,120,0.0013634830247610807,6.055280239637473e-14,1.6435551507389956e-08,0.0008785161552372801,0.0015533607585366555
6,4,8,2,130,0.0014772999566048384,2.942054198710343e-14,7.945943747735131e-09,0.00042684104465253434,0.0007509889279785752
6,4,8,2,140,0.0015777749940752983,1.0755747653502079e-14,2.9695697031896577e-09,0.0001560472463917336,0.0002806606790529717
6,4,8,2,150,0.0016922981012612581,8.401874407956095e-15,2.2796752794861742e-09,0.00012189662756394569,0.00021545721296712718
6,4,8,2,160,0.0018015201203525066,4.720831841669488e-15,1.2858042397772987e-09,6.849108340051832e-05,0.00012152423655099457
6,4,8,2,170,0.0019119728822261095,2.2692251647774742e-15,6.006449367708459e-10,3.292252196815491e-05,5.6768297320235797e-05
6,4,8,2,180,0.0020141107961535454,2.1127736553749645e-15,5.73964146171249e-10,3.065268187683007e-05,5.4246636084498586e-05
6,4,8,2,190,0.002133806934580207,1.393961871022568e-15,3.785629269030511e-10,2.02239694120487e-05,3.577882951013697e-05
6,4,8,2,200,0.002233839128166437,9.773544350293709e-16,2.656656851802899e-10,1.41797179748284e-05,2.510865851159686e-05
6,4,8,2,210,0.0023525541182607412,6.759427190375408e-16,1.8368561477526146e-10,9.806756668375857e-06,1.7360538572209057e-05
6,4,8,2,220,0.002451881067827344,4.8940117188691605e-16,1.332254777078822e-10,7.100362309911085e-06,1.2591438079560277e-05
6,4,8,2,230,0.0025951978750526905,3.6055718263193206e-16,9.83535485263228e-11,5.231059460395095e-06,9.29561400327372e-06
6,4,8,2,240,0.0026609969791024923,2.6974257248902246e-16,7.376815548892164e-11,3.913496953215444e-06,6.971993480997491e-06
6,4,8,2,250,0.0027804370038211346,2.0647050905918505e-16,5.665347003001441e-11,2.9955290359842844e-06,5.354446252685086e-06
6,4,8,2,260,0.002912339987233281,1.6118558941771235e-16,4.4409622263912084e-11,2.338523382749025e-06,4.1972527964868905e-06
6,4,8,2,270,0.0030086529441177845,1.2862169417180787e-16,3.561044820939239e-11,1.8660777333517262e-06,3.365623162538856e-06
6,4,8,2,280,0.003128867829218507,1.0494466625943816e-16,2.921516865166357e-11,1.5225651178189045e-06,2.7611909778092546e-06
6,4,8,2,290,0.003221588907763362,8.75074855600717e-17,2.450738900757073e-11,1.2695818645268608e-06,2.3162481868306027e-06
6,4,8,2,300,0.0033384119160473347,7.455050616286332e-17,2.1010443485044278e-11,1.0815985627960454e-06,1.9857440387348944e-06
6,4,8,2,310,0.0034455149434506893,6.48333626355047e-17,1.8388754139054197e-11,9.406196611811633e-07,1.7379623108565494e-06
6,4,8,2,320,0.003569633001461625,5.747910116315141e-17,1.6405195944242537e-11,8.339220805967131e-07,1.5504917863226546e-06
6,4,8,2,330,0.003660151967778802,5.1869134137600644e-17,1.4892521210099676e-11,7.525311875702685e-07,1.4075255115742305e-06
6,4,8,2,340,0.0037566430401057005,4.7556216246131444e-17,1.3729884918334441e-11,6.899582282039082e-07,1.297642153460774e-06
6,4,8,2,350,0.0038961300160735846,4.421631264111778e-17,1.2829752578453666e-11,6.415020187830309e-07,1.212568631368626e-06
6,4,8,2,360,0.003968473989516497,4.16121218906021e-17,1.2128055456889653e-11,6.037197270457869e-07,1.146249665891528e-06
6,4,8,2,370,0.004145880928263068,3.956825806545223e-17,1.1577446997035443e-11,5.740668073056639e-07,1.0942104279948703e-06
6,4,8,2,380,0.004205163102596998,3.79541991089672e-17,1.1142705834220725e-11,5.506496108645225e-07,1.0531220676722285e-06
6,4,8,2,390,0.004311244003474712,3.667209332869353e-17,1.0797433082113356e-11,5.320484793542003e-07,1.020489567091132e-06
6,4,8,2,400,0.004440033109858632,3.564787357671594e-17,1.0521653591316908e-11,5.17188826901859e-07,9.944250301743267e-07
6,4,8,2,410,0.004535504151135683,3.482515749057341e-17,1.0300162947633447e-11,5.05252643203562e-07,9.73491453705888e-07
6,4,8,2,420,0.004645274020731449,3.416107090325003e-17,1.012140359994999e-11,4.95617898446069e-07,9.565965076623529e-07
6,4,8,2,430,0.004764938959851861,3.362357111256218e-17,9.976727958515056e-12,4.878197085874902e-07,9.429228889815256e-07
6,4,8,2,440,0.004871687851846218,3.318336265116159e-17,9.858270287339127e-12,4.814330471992848e-07,9.317271893501752e-07
6,4,8,2,450,0.004979643039405346,3.282410637550487e-17,9.761598493301959e-12,4.762208616431345e-07,9.225905217277255e-07
6,4,8,2,460,0.005080837057903409,3.2528501906478046e-17,9.682063370104201e-12,4.7193215341951725e-07,9.150734792211065e-07
6,4,8,2,470,0.005205217050388455,3.228456302218901e-17,9.6164370225676e-12,4.6839302323466384e-07,9.088709862324405e-07
6,4,8,2,480,0.005321003030985594,3.208258393429689e-17,9.562102825310618e-12,4.654626569310236e-07,9.037357396404636e-07
6,4,8,2,490,0.005424435017630458,3.1914274263886456e-17,9.5168314214974e-12,4.630207754872826e-07,8.994570379409374e-07
6,4,8,2,500,0.005509465932846069,3.177384737850972e-17,9.479061890342415e-12,4.6098342490149856e-07,8.95887355016814e-07
6,4,8,2,510,0.005637068068608642,3.1656144734297556e-17,9.447408270797587e-12,4.5927576364781027e-07,8.928957005874219e-07
6,4,8,2,520,0.005764844128862023,3.155723615059048e-17,9.420808934118476e-12,4.5784077162036436e-07,8.903817377440177e-07
6,4,8,2,530,0.005852874834090471,3.147374713115488e-17,9.398360026693659e-12,4.5662949073068777e-07,8.882600412588066e-07
6,4,8,2,540,0.005964213982224464,3.140349430691454e-17,9.379466267320333e-12,4.556102440797701e-07,8.864743497729711e-07
6,4,8,2,550,0.006051603006199002,3.134349261568329e-17,9.363335593795454e-12,4.5473972359183035e-07,8.849498037149306e-07
6,4,8,2,560,0.006187331862747669,3.1293131326750437e-17,9.349787250982145e-12,4.5400906862335387e-07,8.836693195121379e-07
6,4,8,2,570,0.00630550691857934,3.124905060048885e-17,9.337946004818205e-12,4.5336953372781093e-07,8.825501768344513e-07
6,4,8,2,580,0.006423850078135729,3.1211900135570895e-17,9.327957885477806e-12,4.528305449062638e-07,8.816061773204721e-07
6,4,8,2,590,0.00650230492465198,3.1179938949451703e-17,9.319367990528495e-12,4.5236684352110817e-07,8.807943271231597e-07
6,4,8,2,600,0.006628042086958885,3.115260525724838e-17,9.312019808610408e-12,4.519702790479114e-07,8.800998340035944e-07
6,4,10,1,10,0.0008091889321804047,1.6980725306337622e-10,6.57899244343938e-05,2.463608771004996,6.2179530073894265
6,4,10,1,20,0.0014750410337001085,3.89180259822057e-11,4.920790881964786e-06,0.5646330673765625,0.46507495982548525
6,4,10,1,30,0.002151555148884654,6.264672000336218e-13,1.7149321294335194e-07,0.009088952685511902,0.016208207386396216
6,4,10,1,40,0.0027671970892697573,2.911281635627247e-13,7.776650740572377e-08,0.004223764793910302,0.007349886669649398
6,4,10,1,50,0.003402319038286805,2.970808459933971e-15,6.579654236136016e-10,4.3101278931457534e-05,6.218578482479069e-05
6,4,10,1,60,0.004058060003444552,2.22455923056638e-15,5.810683953111026e-10,3.227449672010196e-05,5.491807457122989e-05
6,4,10,1,70,0.00467499322257936,6.1326318473893935e-16,1.6389793220996924e-10,8.897385321305597e-06,1.5490360404747847e-05
6,4,10,1,80,0.005354936933144927,1.7475711976880955e-16,4.638042797451515e-11,2.535422753098328e-06,4.383518055195991e-06
6,4,10,1,90,0.00601555104367435,2.6207312970285914e-17,5.991259182156318e-12,3.802226638338723e-07,5.662473147675938e-07
