# name       opening/fam mat.  length[m] angle[deg] offset[m]
tcp.6l3.b1          15.0 C           0.6        0.0        0.
tcp.d6l7.b1          5.0 MoGR        0.6       90.0        0.
tcp.c6l7.b1          5.0 MoGR        0.6        0.0        0.
tcp.b6l7.b1          5.0 C           0.6      127.5        0.
