"s","x","px"
0.,-8.499999999999999e-11,4.4e-7
4.0000000000000003e-7,-8.449244649065973e-11,2.0934773438594602e-6
8.000000000000001e-7,-8.333080994417738e-11,3.7051228145611757e-6
1.2000000000000002e-6,-8.153791734187671e-11,5.245173475850889e-6
1.6000000000000001e-6,-7.914753260159391e-11,6.688977499027474e-6
2.0000000000000003e-6,-7.620204233822246e-11,8.018205522418442e-6
2.4000000000000003e-6,-7.274982348697826e-11,9.221232467678254e-6
2.8000000000000003e-6,-6.884261128859354e-11,0.000010292780386007359
3.2000000000000003e-6,-6.45331253972552e-11,0.000011233023957998463
3.6000000000000007e-6,-5.987312119937726e-11,0.000012046398758464228
4.000000000000001e-6,-5.491193998294516e-11,0.00001274033098664004
4.4e-6,-4.9695554877735015e-11,0.000013324050325231466
4.800000000000001e-6,-4.4266058045071345e-11,0.000013807581484604488
5.200000000000001e-6,-3.866150843650981e-11,0.000014200952087164226
5.600000000000001e-6,-3.291605324900645e-11,0.000014513613171226762
6.e-6,-2.7060243078393645e-11,0.000014754044321146391
6.4000000000000006e-6,-2.112147440250489e-11,0.000014929505238836181
6.800000000000001e-6,-1.5124508701984755e-11,0.000015045894742058678
7.200000000000001e-6,-9.092032340299648e-12,0.000015107682778887924
7.6e-6,-3.045233748088007e-12,0.000015117887988229654
8.000000000000001e-6,2.995616147956922e-12,0.000015078081207026623
8.400000000000001e-6,9.010587862857732e-12,0.000014988402367629656
8.8e-6,1.4979525733534442e-11,0.000014847585406888123
9.2e-6,2.0881491867836916e-11,0.000014652991831851688
9.600000000000001e-6,2.669422632464582e-11,0.000014400659975682031
0.00001,3.2393632099073264e-11,0.00001408538234285071
0.000010400000000000002,3.7953299726068375e-11,0.0000137008298860182
0.0000108,4.334409478337389e-11,0.000013239746569984444
0.000011200000000000001,4.853384177140803e-11,0.00001269424132351589
0.0000116,5.3487148938885205e-11,0.000012056205222160174
0.000012,5.816542886993098e-11,0.000011317876037793367
0.0000124,6.252717624865851e-11,0.000010472559433150203
0.000012800000000000001,6.652856348211933e-11,9.515492009016615e-6
0.0000132,7.012440231440058e-11,8.444796574452561e-6
0.000013600000000000002,7.326949132464914e-11,7.262437066408834e-6
0.000014000000000000001,7.592032345956274e-11,5.975038344663939e-6
0.000014400000000000003,7.803706744999913e-11,4.594407627674782e-6
0.0000148,7.958567087794488e-11,3.1375970323550284e-6
0.0000152,8.053987623595528e-11,1.6263930965273457e-6
0.0000156,8.088291220421214e-11,8.620893288971353e-8
0.000016000000000000003,8.060863603106533e-11,-1.4555266349985514e-6
0.000016400000000000002,7.972196404025902e-11,-2.971275176016931e-6
0.000016800000000000002,7.823852656138771e-11,-4.435311328794065e-6
0.0000172,7.618359843756302e-11,-5.825378619082473e-6
0.0000176,7.359045858480352e-11,-7.12386030415759e-6
0.000018,7.049839823794716e-11,-8.318357404996078e-6
0.0000184,6.695061638664683e-11,-9.401685714928682e-6
0.0000188,6.299221607383406e-11,-0.000010371397954337917
0.000019200000000000003,5.866846083107002e-11,-0.00001122898898928701
0.000019600000000000002,5.4023384738186577e-11,-0.00001197894855458642
0.00002,4.909878805501365e-11,-0.000012627800629984786
0.0000204,4.393360278818799e-11,-0.000013183226894827571
0.000020800000000000004,3.8563582365372876e-11,-0.000013653328445029948
0.0000212,3.3021255471424364e-11,-0.000014046043850769316
0.0000216,2.7336082260622622e-11,-0.00001436871654563638
0.000022000000000000003,2.153475716860148e-11,-0.000014627790166841404
0.000022400000000000002,1.564161251967788e-11,-0.000014828604512512765
0.000022800000000000002,9.679088229094609e-12,-0.000014975264815678417
0.0000232,3.6682432747859016e-12,-0.000015070559917813579
0.0000236,-2.370706724208209e-12,-0.000015115910876297803
0.000024,-8.417834995428438e-12,-0.000015111335961947715
0.0000244,-1.4452937119275554e-11,-0.000015055424977343766
0.0000248,-2.045495574737039e-11,-0.000014945321270714703
0.000025200000000000003,-2.6401400363417658e-11,-0.0000147767163149955
0.000025600000000000002,-3.226776919530441e-11,-0.000014543868345834088
0.000026000000000000002,-3.802698643657059e-11,-0.000014239664103613292
0.0000264,-4.364887705241675e-11,-0.000013855750074753927
0.000026800000000000004,-4.909971352550635e-11,-0.000013382767060159422
0.000027200000000000004,-5.434188349170911e-11,-0.000012810726727289108
0.000027600000000000003,-5.933374292567602e-11,-0.000012129568842213713
0.000028000000000000003,-6.402973358559064e-11,-0.000011329928891997183
0.000028400000000000006,-6.838085134074757e-11,-0.000010404123358032479
0.000028800000000000005,-7.233554762368291e-11,-9.347320474240175e-6
0.000029199999999999998,-7.584112262252209e-11,-8.158808052964675e-6
0.0000296,-7.884562036707443e-11,-6.843203902793153e-6
0.00003,-8.13001616780406e-11,-5.411395465137406e-6
0.0000304,-8.316155865000984e-11,-3.880968287338941e-6
0.0000308,-8.439496207107506e-11,-2.275913719283247e-6
0.0000312,-8.497622763035655e-11,-6.255096195436685e-7
0.0000316,-8.489367537830328e-11,1.037569249648726e-6
0.000032000000000000005,-8.414897608770021e-11,2.679673807675689e-6
0.0000324,-8.275702305556287e-11,4.268761378492399e-6
0.000032800000000000004,-8.074481010104136e-11,5.776716938739891e-6
0.0000332,-7.814949314662997e-11,7.181066970177837e-6
0.000033600000000000004,-7.501592315858888e-11,8.465891716127905e-6
0.000034000000000000007,-7.13939794127201e-11,9.621923466656573e-6
0.0000344,-6.733600503527373e-11,0.000010645969357621433
0.000034800000000000006,-6.289457188927935e-11,0.000011539882312112564
0.0000352,-5.812070735016846e-11,0.000012309318415170113
0.0000356,-5.306262642652434e-11,0.000012962481400813115
0.000036,-4.77649445708264e-11,0.000013508992077645876
0.000036400000000000004,-4.2268304545953896e-11,0.000013958955928552979
0.0000368,-3.6609332491042683e-11,0.000014322249515349916
0.0000372,-3.082083764369979e-11,0.000014608011397009985
0.0000376,-2.49321801280851e-11,0.000014824304544233872
0.000038,-1.896974603194402e-11,0.000014977910873964424
0.000038400000000000005,-1.2957484609144626e-11,0.000015074220167121883
0.0000388,-6.917476531297245e-12,0.000015117181202049672
0.000039200000000000004,-8.705134563234663e-13,0.000015109290521864018
0.00003960000000000001,5.163322476426405e-12,0.000015051601816110745
0.00004,1.1164085256236328e-11,0.00001494374601542338
0.000040400000000000006,1.7111401155491073e-11,0.000014783958903086589
0.0000408,2.29839178255943e-11,0.000014569119200823339
0.000041200000000000005,2.8758772138491006e-11,0.000014294806193822081
0.00004160000000000001,3.4411087317359146e-11,0.00001395539152751809
0.000042,3.99135169881599e-11,0.000013544185812583572
0.0000424,4.523586291474647e-11,0.000013053664975611153
0.000042800000000000004,5.0344803875697215e-11,0.00001247580423777832
0.0000432,5.52037841423279e-11,0.000011802546226285807
0.0000436,5.977311933889026e-11,0.000011026421751359127
0.000044000000000000006,6.401038191440952e-11,0.000010141325392003129
0.0000444,6.787112398161853e-11,9.143419539941006e-6
0.000044800000000000005,7.130997746957459e-11,8.032102535993324e-6
0.0000452,7.428213700305524e-11,6.810932470735409e-6
0.000045600000000000004,7.674517932923002e-11,5.488359084455812e-6
0.00004600000000000001,7.866110935280037e-11,4.07809725852335e-6
0.0000464,7.999845823449487e-11,2.5989927690679942e-6
0.000046800000000000006,8.073421030030904e-11,1.0742937744507845e-6
0.0000472,8.085532048305686e-11,-4.6965518273774085e-7
0.000047600000000000005,8.035961485406626e-11,-2.0051591187628286e-6
0.000048,7.925594354018293e-11,-3.505118636707045e-6
0.000048400000000000004,7.756356327627346e-11,-4.9448871627909345e-6
0.0000488,7.531084045826025e-11,-6.303772215914769e-6
0.0000492,7.253345701896891e-11,-7.56599912760646e-6
0.0000496,6.927235109088985e-11,-8.721072890216363e-6
0.00005,6.557162650894928e-11,-9.763588435827111e-6
0.000050400000000000005,6.147662771363621e-11,-0.000010692619414270398
0.0000508,5.703231605145296e-11,-0.000011510850364847828
0.000051200000000000004,5.22820176973318e-11,-0.000012223610643157916
0.0000516,4.7266556112746085e-11,-0.000012837935155635386
0.000052000000000000004,4.202374051467902e-11,-0.000013361733395290407
0.000052400000000000007,3.658815780348672e-11,-0.000013803106874248532
0.0000528,3.099120611891538e-11,-0.000014169822673735125
0.000053200000000000006,2.5261309738742986e-11,-0.000014468929784641584
0.00005360000000000001,1.9424262845491313e-11,-0.000014706493890517428
0.000054000000000000005,1.350366033835618e-11,-0.000014887422712193258
0.00005440000000000001,7.5213848667339e-12,-0.000015015355425634494
0.000054800000000000004,1.498129104020468e-12,-0.000015092593730606659
0.00005520000000000001,-4.546059796885226e-12,-0.000015120057503777996
0.00005560000000000001,-1.0591220948912574e-11,-0.000015097253757961102
0.000056000000000000006,-1.6616909730834604e-11,-0.000015022253568902835
0.00005640000000000001,-2.260162017013599e-11,-0.000014891677714404509
0.00005680000000000001,-2.852220440278468e-11,-0.000014700698174708026
0.00005720000000000001,-3.4353298167415385e-11,-0.000014443069775613451
0.00005760000000000001,-4.0066768412421783e-11,-0.000014111213354240981
0.000058,-4.5631209308341146e-11,-0.000013696380103327181
0.000058399999999999997,-5.1011526025632494e-11,-0.000013188932497171226
0.0000588,-5.6168660863251904e-11,-0.000012578781658190952
0.0000592,-6.105953182908876e-11,-0.000011856017708802538
0.0000596,-6.563726622016025e-11,-0.000011011756472277885
0.00006,-6.98518160351463e-11,-0.000010039197820872865
0.0000604,-7.365103152331853e-11,-8.934844879886897e-6
0.0000608,-7.698223710054331e-11,-7.699772437031696e-6
0.0000612,-7.979429587976375e-11,-6.340766931269941e-6
0.0000616,-8.204006696066615e-11,-4.871109758341561e-6
0.000062,-8.367906467465499e-11,-3.3107667118137244e-6
0.0000624,-8.468004301820828e-11,-1.6858029684832806e-6
0.00006280000000000001,-8.502317957762053e-11,-2.697053859998855e-8
0.0000632,-8.470154628972457e-11,1.632409141359472e-6
0.0000636,-8.372163907032817e-11,3.2589724787664204e-6
0.00006400000000000001,-8.210288098630104e-11,4.821847858705531e-6
0.00006440000000000001,-7.987617905944806e-11,6.294791771963379e-6
0.0000648,-7.708175881774022e-11,7.657627107732672e-6
0.0000652,-7.376658761990585e-11,8.89685506884724e-6
0.00006560000000000001,-6.998171309356054e-11,0.000010005488451335241
0.000066,-6.577979580299554e-11,0.000010982283983452965
0.0000664,-6.12130299899306e-11,0.0000118306101493951
0.00006680000000000001,-5.633155122663506e-11,0.000012557179786804781
0.00006720000000000001,-5.118234703939212e-11,0.000013170827191600133
0.0000676,-4.580862774031478e-11,0.000013681443482784438
0.00006800000000000001,-4.0249581824167284e-11,0.000014099122742735375
0.00006840000000000001,-3.454042917571894e-11,0.00001443352491902594
0.0000688,-2.8712689234744402e-11,0.00001469343278917116
0.00006920000000000002,-2.2794593547656342e-11,0.000014886466483636488
0.00006960000000000001,-1.6811587609511256e-11,0.000015018916079139728
0.00007000000000000001,-1.0786882160129112e-11,0.000015095656206839925
0.0000704,-4.742027275682659e-12,0.000015120113179477186
0.0000708,1.3025071187965877e-12,0.000015094262747646646
0.0000712,7.326753447355323e-12,0.0000150186441000904
0.0000716,1.3310676185050374e-11,0.000014892382701863654
0.000072,1.9233612206974288e-11,0.000014713221049136882
0.0000724,2.5073725756209077e-11,0.000014477562352629397
0.00007280000000000001,3.0807485283146473e-11,0.000014180538575746522
0.0000732,3.640917499216128e-11,0.000013816119213696297
0.0000736,4.185046178511172e-11,0.000013377283567700783
0.000074,4.710004807453975e-11,0.00001285628247286349
0.0000744,5.212345194060786e-11,0.000012245017825799915
0.0000748,5.688296677971622e-11,0.000011535564150125831
0.0000752,6.133786057499417e-11,0.000010720845810812274
0.00007560000000000001,6.544487667634915e-11,9.795463951444969e-6
0.000076,6.915908918522922e-11,8.756632909304092e-6
0.0000764,7.243514248101025e-11,7.605147575308958e-6
0.00007680000000000001,7.522886370628243e-11,6.346256594749583e-6
0.0000772,7.749917981130699e-11,4.990284307311586e-6
0.0000776,7.921020550757802e-11,3.5528367898107834e-6
0.00007800000000000001,8.033330716300873e-11,2.054459036580824e-6
0.00007840000000000001,8.084890929525934e-11,5.196905600987037e-7
0.0000788,8.074781087883261e-11,-1.0244209601652027e-6
0.00007920000000000001,8.003182682536942e-11,-2.5501689208600163e-6
0.00007960000000000001,7.871366029796326e-11,-4.031135927034146e-6
0.00008,7.681602484541389e-11,-5.443950146323003e-6
0.0000804,7.437014403195329e-11,-6.7696084394466584e-6
0.00008080000000000001,7.141383408705618e-11,-7.994224493450334e-6
0.00008120000000000001,6.798940766495485e-11,-9.109181446741928e-6
0.0000816,6.41416230639065e-11,-0.000010110772710489212
0.00008200000000000001,5.991585538263597e-11,-0.000010999478824946775
0.00008240000000000001,5.535660166164914e-11,-0.00001177904835403377
0.00008280000000000001,5.0506368176661486e-11,-0.000012455527541538004
0.00008320000000000002,4.5404935921105955e-11,-0.000013036354331252331
0.0000836,4.008896500021656e-11,-0.000013529577809085274
0.000084,3.4591880702573556e-11,-0.000013943231800724637
0.0000844,2.8943978925540938e-11,-0.000014284862579526861
0.0000848,2.317269294533678e-11,-0.000014561190582750853
0.0000852,1.7302972727039275e-11,-0.000014777881227543756
0.00008560000000000001,1.1357738960366005e-11,-0.000014939396031668919
0.000086,5.358384725989666e-12,-0.000015048899403472557
0.0000864,-6.746930928142287e-13,-0.000015108200227990636
0.00008680000000000001,-6.721543405456761e-12,-0.000015117713237749014
0.0000872,-1.2762097429212906e-11,-0.000015076431214252054
0.0000876,-1.877559555969253e-11,-0.000014981904562761843
0.00008800000000000001,-2.4740007923958574e-11,-0.000014830231386890803
0.00008840000000000001,-3.0631454928642575e-11,-0.000014616068559125169
0.0000888,-3.6423638111862156e-11,-0.000014332677550912036
0.0000892,-4.208730156440955e-11,-0.00001397203432489802
0.00008960000000000001,-4.758975429371802e-11,-0.000013525030770493062
0.00009,-5.289449805776589e-11,-0.000012981807212760494
0.0000904,-5.796102108448974e-11,-0.000012332255666414136
0.00009080000000000001,-6.274483280486316e-11,-0.000011566726055410581
0.00009120000000000001,-6.719782493873579e-11,-0.000010676952064928218
0.0000916,-7.126904408554935e-11,-9.657175758242013e-6
0.00009200000000000001,-7.490594330143557e-11,-8.505400701425287e-6
0.00009240000000000001,-7.805613925775267e-11,-7.224638678421749e-6
0.0000928,-8.066963391997109e-11,-5.823948349752659e-6
0.00009320000000000002,-8.270137140644855e-11,-4.319031316420298e-6
0.00009360000000000001,-8.411390583318377e-11,-2.7321585082512246e-6
0.00009400000000000001,-8.48798800239446e-11,-1.0912850036006886e-6
0.0000944,-8.498398598679181e-11,5.716399055992819e-7
0.00009480000000000001,-8.442411690447081e-11,2.2229790022492526e-6
0.00009520000000000001,-8.321152879135493e-11,3.829986025366068e-6
0.0000956,-8.136998556289434e-11,5.363239717629326e-6
0.000096,-7.893402422978917e-11,6.798555456428786e-6
0.0000964,-7.59466033704514e-11,8.1181312021799e-6
0.00009680000000000001,-7.245645967073223e-11,9.310865771594663e-6
0.0000972,-6.851548802081324e-11,0.000010371950818558684
0.0000976,-6.417639647386033e-11,0.000011301943926317134
0.000098,-5.949079547602983e-11,0.000012105563580611619
0.0000984,-5.450778825524123e-11,0.000012790419926802047
0.0000988,-4.9273054189047845e-11,0.000013365839646018329
0.0000992,-4.382836763120847e-11,0.000013841873643247428
0.00009960000000000001,-3.8211470481272775e-11,0.000014228522388562732
0.0001,-3.2456211735631274e-11,0.000014535172245071849
0.0001004,-2.6592874936506777e-11,0.00001477021364831003
0.00010080000000000001,-2.0648628361557144e-11,0.000014940802570782807
0.00010120000000000001,-1.4648048497469157e-11,0.000015052726462603597
0.0001016,-8.61368200426237e-12,0.000015110340772954374
0.00010200000000000001,-2.566623560031266e-12,0.000015116549199488174
0.00010240000000000001,3.4729038361152957e-12,0.0000150728085713171
0.0001028,9.484973351558044e-12,0.00001497914652972776
0.0001032,1.5449387496260973e-11,0.000014834187042131656
0.00010360000000000001,2.13451231515828e-11,0.000014635184777184198
0.00010400000000000001,2.7149793337804285e-11,0.000014378076203328251
0.0001044,3.283913468958646e-11,0.000014057559727043766
0.00010480000000000001,3.838653607234582e-11,0.000013667224767005555
0.00010520000000000001,4.3762632346784887e-11,0.000013199752889591397
0.0001056,4.893499763261659e-11,0.000012647218809422562
0.00010600000000000002,5.386798351734655e-11,0.000012001518322597717
0.00010640000000000001,5.852275771134734e-11,0.00001125494556405
0.00010680000000000001,6.285760483797048e-11,0.000010400925806147923
0.00010720000000000002,6.682854954196861e-11,9.434888805204193e-6
0.00010760000000000001,7.039034835958359e-11,8.355226885051554e-6
0.00010800000000000001,7.349786745005063e-11,7.164246444971611e-6
0.00010840000000000002,7.610781577412065e-11,5.868968358888232e-6
0.00010880000000000002,7.818074251447188e-11,4.481619664745516e-6
0.00010920000000000001,7.968314148559669e-11,3.0196538195157003e-6
0.00010960000000000001,8.058945025995876e-11,1.50519228284533e-6
0.00011000000000000002,8.088370566349551e-11,-3.6128156910101916e-8
0.00011040000000000001,8.05606346338875e-11,-1.5767984579541393e-6
0.00011080000000000001,7.962602422077694e-11,-3.089355348201533e-6
0.00011120000000000002,7.809631577528544e-11,-4.548293039813437e-6
0.00011160000000000002,7.599748353733721e-11,-5.931686994891119e-6
0.00011200000000000001,7.336335784850886e-11,-7.222320372888697e-6
0.00011240000000000002,7.023361584413284e-11,-8.408214159699512e-6
0.00011280000000000002,6.665167766425333e-11,-9.482581688286326e-6
0.00011320000000000001,6.266271837595123e-11,-0.000010443319665798856
0.00011360000000000002,5.831194987014865e-11,-0.000011292195451000566
0.00011400000000000002,5.3643260944736804e-11,-0.000012033894255625696
0.00011440000000000002,4.869824336719433e-11,-0.00001267506208292356
0.00011480000000000001,4.351558501617297e-11,-0.000013223438539882673
0.00011520000000000002,3.813078273058463e-11,-0.000013687131176552188
0.00011559999999999999,3.2576114380033396e-11,-0.000014074045265543993
0.000116,2.6880808597595247e-11,-0.000014391462714318311
0.0001164,2.1071357093231216e-11,-0.00001464574604363204
0.00011679999999999999,1.5171924616036955e-11,-0.000014842141363268169
0.0001172,9.204822724123538e-12,-0.000014984652128046319
0.0001176,3.191023789832882e-12,-0.000015075960570269587
0.000118,-2.8492998211887054e-12,-0.000015117377816109725
0.0001184,-8.896220138934222e-12,-0.000015108809927024651
0.0001188,-1.492948629414438e-11,-0.00001504873274116481
0.0001192,-2.0927948678156158e-11,-0.000014934174678533514
0.00011960000000000001,-2.6868978554265066e-11,-0.000014760712654960937
0.00012,-3.2727890600270285e-11,-0.000014522493374501546
0.0001204,-3.8477382151253426e-11,-0.000014212299524875297
0.0001208,-4.4087012276902394e-11,-0.000013821687818530847
0.0001212,-4.9522756103505694e-11,-0.000013341233380727627
0.0001216,-5.474668457340191e-11,-0.000012760919351354905
0.000122,-5.971683552476263e-11,-0.000012070709573069779
0.0001224,-6.438735571301847e-11,-0.000011261334031047027
0.0001228,-6.870900058840227e-11,-0.000010325290245862582
0.0001232,-7.263007301682913e-11,-9.25802580521043e-6
0.0001236,-7.60978565994209e-11,-8.059208404181418e-6
0.000124,-7.906054895312436e-11,-6.73392309142559e-6
0.00012440000000000002,-8.146962386641948e-11,-5.2935801497801465e-6
